,Ticker,Amount,Qtr,Year
6359,ALE,366500.0,4,2022
6360,ALE,137747.45,1,2023
6361,ALE,187054.58,2,2023
6362,ALE,303335.07,3,2023
6363,ALE,648.95,4,2023
6364,ALEC,34008.8,3,2020
6365,ALEC,12962.5,2,2021
6366,ALRN,390271.16,3,2020
6367,ALEX,10000.0,3,2020
6368,ALEX,46364.27,2,2021
6369,ALEX,62008.46,3,2021
6370,ALEX,47538.05,4,2021
6371,ALEX,46124.03,1,2022
6372,ALG,463975.16,2,2020
6373,ALG,1540433.79,3,2020
6374,ALG,36840.05,4,2020
6375,ALG,620000.0,1,2021
6376,ALG,99432.61,2,2021
6377,ALG,43685.02,3,2021
6378,ALG,22886.53,4,2021
6379,ALG,5000.0,1,2022
6380,ALG,37070.5,2,2022
6381,ALG,1112464.57,3,2022
6382,ALG,529229.69,4,2022
6383,ALG,650000.0,1,2023
6384,ALG,49637.16,4,2023
6385,ALGN,6583.32,4,2020
6386,ALGN,6480.21,2,2021
6387,ALGS,8469477.0,4,2023
6388,ALIM,1808075.03,3,2020
6389,ALIT,129483.29,3,2020
6390,ALIT,2587.8,4,2020
6391,ALIT,1462.88,1,2021
6392,ALIT,79832.3,2,2021
6393,ALIT,5000.0,1,2022
6394,ALIT,11848.92,2,2022
6395,ALK,2856439.99,2,2020
6396,ALK,1000530881.67,3,2020
6397,ALK,31806856.48,4,2020
6398,ALK,3256640.45,1,2021
6399,ALK,542969454.3,2,2021
6400,ALK,655403299.85,3,2021
6401,ALK,3981365.59,4,2021
6402,ALK,6355185.13,1,2022
6403,ALK,4303728.2,2,2022
6404,ALK,10026131.49,3,2022
6405,ALK,3145323.34,4,2022
6406,ALK,3831577.68,1,2023
6407,ALK,9992804.28,2,2023
6408,ALK,6081311.32,3,2023
6409,ALK,563001.16,4,2023
6410,ALL,16481454.33,2,2020
6411,ALL,88416235.48,3,2020
6412,ALL,18241620.72,4,2020
6413,ALL,43682686.25,1,2021
6414,ALL,37781314.77,2,2021
6415,ALL,40406219.69,3,2021
6416,ALL,19212004.95,4,2021
6417,ALL,143818995.54,1,2022
6418,ALL,29775449.79,2,2022
6419,ALL,11789617.79,3,2022
6420,ALL,6977139.4,4,2022
6421,ALL,165512421.23,1,2023
6422,ALL,153444736.26,2,2023
6423,ALL,33501953.45,3,2023
6424,ALL,18418467.48,4,2023
6425,ALLT,250000.0,2,2020
6426,ALLT,490428.17,3,2020
6427,ALLT,79268.28,4,2020
6428,ALLT,97461.41,2,2021
6429,ALLT,225972.12,3,2021
6430,ALLT,8543.88,2,2022
6431,ALLT,256550.0,4,2023
6432,ALLY,50271.78,3,2020
6433,ALLY,17366.64,2,2021
6434,ALLY,8821.76,3,2021
6435,ALLY,5894.1,4,2021
6436,ALLY,2332.28,1,2022
6437,ALOT,55697.0,2,2020
6438,ALOT,4529318.4,3,2020
6439,ALOT,175098.0,4,2020
6440,ALOT,54647.1,1,2021
6441,ALOT,54136.0,2,2021
6442,ALOT,120193.51,3,2021
6443,ALOT,83326.04,4,2021
6444,ALOT,52624.0,1,2022
6445,ALOT,151017.0,2,2022
6446,ALOT,135334.67,4,2022
6447,ALOT,172624.6,1,2023
6448,ALOT,130890.0,3,2023
6449,ALOT,33275.0,4,2023
6450,ALPP,116206.96,3,2020
6451,ALT,731054.0,2,2020
6452,ALT,642870.4,3,2020
6453,ALT,2904239.92,4,2021
6454,ALTG,72136.77,3,2020
6455,ALTG,775614.75,4,2020
6456,ALTG,61070.0,2,2021
6457,ALTG,246050.38,4,2021
6458,ALTG,162732.0,1,2022
6459,ALTG,133800.0,1,2023
6460,ALTG,30275.0,2,2023
6461,ALTG,723990.0,3,2023
6462,ALTO,22651903.94,3,2022
6463,ALTO,2811540.41,3,2023
6464,ALTR,135100.0,2,2020
6465,ALTR,430501.5,3,2020
6466,ALTR,538423.28,4,2020
6467,ALTR,617963.98,1,2021
6468,ALTR,171633.5,2,2021
6469,ALTR,755813.98,3,2021
6470,ALTR,980526.54,4,2021
6471,ALTR,193797.0,1,2022
6472,ALTR,250136.45,2,2022
6473,ALTR,597272.43,3,2022
6474,ALTR,1140051.59,4,2022
6475,ALTR,439619.1,1,2023
6476,ALTR,323024.82,2,2023
6477,ALTR,425924.86,3,2023
6478,ALTR,460125.07,4,2023
6479,AME,2037896.01,2,2020
6480,AME,6131708.22,3,2020
6481,AME,4236940.9,4,2020
6482,AME,3144448.57,1,2021
6483,AME,3328671.12,2,2021
6484,AME,11537000.22,4,2021
6485,AME,3374022.82,1,2022
6486,AME,2156286.88,2,2022
6487,AME,7644029.01,3,2022
6488,AME,6637022.04,4,2022
6489,AME,11373603.3,1,2023
6490,AME,4170735.04,2,2023
6491,AME,3097241.11,3,2023
6492,AME,944507.75,4,2023
6493,AME,25274.36,1,2024
6494,ALV,20430.0,4,2020
6495,ALX,9090035.76,3,2020
6496,ALX,187133.36,4,2020
6497,ALX,12496.92,1,2021
6498,ALX,312746.24,2,2021
6499,ALX,11166053.43,3,2021
6500,ALX,67090.5,4,2021
6501,ALX,116745.62,1,2023
6502,ALX,9954.93,4,2023
6503,ALZN,67178.29,3,2020
6504,AMAT,3013479.0,2,2020
6505,AMAT,10602317.67,3,2020
6506,AMAT,129165.82,4,2020
6507,AMAT,1932035.23,2,2021
6508,AMAT,1201665.47,3,2021
6509,AMAT,680030.0,4,2021
6510,AMAT,956581.1,2,2022
6511,AMAT,3178712.85,4,2022
6512,AMAT,301498.57,1,2023
6513,AMAT,212592.58,2,2023
6514,AMAT,1634854.32,3,2023
6515,AMD,6981485.0,4,2022
6516,AMED,3897.1,3,2020
6517,AMEH,289902.0,3,2020
6518,AMGN,13353.2,2,2021
6519,AMGN,74669.2,3,2021
6520,AMGN,49114.8,4,2021
6521,AMGN,2193840.0,2,2022
6522,AMGN,290534920.0,4,2022
6523,AMGN,212265308.6,4,2023
6524,AMGN,128718.0,1,2024
6525,AMLX,10530.0,1,2023
6526,AMLX,421198.56,2,2023
6527,AMLX,1585504.76,3,2023
6528,AMLX,823819.64,1,2024
6529,AMP,4416629.34,3,2020
6530,AMP,8000.0,3,2021
6531,AMP,33859.08,1,2022
6532,AMPG,236193.84,3,2020
6533,AMPG,11364.0,2,2023
6534,BSGM,650227.81,3,2020
6535,AMPL,144442.14,3,2020
6536,AMPL,432491.02,4,2020
6537,AMPL,121386.03,2,2021
6538,AMPL,13500.0,4,2021
6539,AMPL,38190.0,2,2022
6540,AMPL,157533.28,3,2022
6541,AMPL,22055.75,4,2022
6542,AMPL,12700.0,1,2023
6543,AMPL,64092.0,2,2023
6544,AMPY,5611220.84,3,2020
6545,AMRC,26882791.56,2,2020
6546,AMRC,26432747.96,3,2020
6547,AMRC,86958365.19,4,2020
6548,AMRC,19406530.25,1,2021
6549,AMRC,35379092.12,2,2021
6550,AMRC,40693056.74,3,2021
6551,AMRC,41144100.31,4,2021
6552,AMRC,20596856.88,1,2022
6553,AMRC,26841939.4,2,2022
6554,AMRC,26011073.72,3,2022
6555,AMRC,96571419.09,4,2022
6556,AMRC,27287582.59,1,2023
6557,AMRC,43303245.59,2,2023
6558,AMRC,25154944.55,3,2023
6559,AMRC,26678629.84,4,2023
6560,AMRK,98871001.75,2,2020
6561,AMRK,254328901.13,3,2020
6562,AMRK,173369979.67,4,2020
6563,AMRK,49406256.67,1,2021
6564,AMRK,26917612.29,2,2021
6565,AMRK,91693449.75,3,2021
6566,AMRK,148988318.18,4,2021
6567,AMRK,79469268.61,1,2022
6568,AMRK,131800357.74,2,2022
6569,AMRK,153825753.62,3,2022
6570,AMRK,97739080.72,4,2022
6571,AMRK,46338639.01,1,2023
6572,AMRK,175389913.08,2,2023
6573,AMRK,307934177.65,3,2023
6574,AMRK,239340880.04,4,2023
6575,AMRX,2200000.0,2,2021
6576,AMSF,2539508.97,3,2020
6577,AMSF,284259.33,2,2021
6578,AMT,990168.18,2,2020
6579,AMT,608875.59,3,2020
6580,AMT,1189469.34,4,2020
6581,AMT,528473.0,1,2021
6582,AMT,564644.75,2,2021
6583,AMT,564310.12,3,2021
6584,AMT,305561.73,4,2021
6585,AMT,715933.49,1,2022
6586,AMT,414723.84,2,2022
6587,AMT,263348.15,3,2022
6588,AMT,69191.59,4,2022
6589,AMT,638942.98,1,2023
6590,AMT,498470.32,2,2023
6591,AMT,142516.79,3,2023
6592,AMT,385841.09,4,2023
6593,AMT,21578.76,1,2024
6594,AMTX,1153501.75,3,2020
6595,AMTX,245044.0,3,2021
6596,AMTX,14291587.53,3,2022
6597,AMTX,852077.0,4,2022
6598,AMTX,1796363.07,3,2023
6599,AMWL,314250.0,1,2021
6600,AMWL,314250.0,2,2021
6601,AMWL,532500.0,3,2022
6602,AMWL,34850.0,2,2023
6603,AMWL,208250.0,3,2023
6604,AMZN,52077.0,2,2020
6605,AMZN,19942.08,3,2020
6606,AMZN,12075.36,4,2020
6607,AMZN,13388.38,1,2021
6608,AMZN,14976152.0,2,2021
6609,AMZN,65201.41,4,2021
6610,AMZN,1671.94,1,2022
6611,AMZN,12120.79,3,2022
6612,AMZN,25936.62,4,2022
6613,AMZN,19.99,2,2023
6614,AMZN,25152.94,3,2023
6615,AN,20941.49,3,2020
6616,AN,6000.0,4,2020
6617,AN,7668.62,2,2021
6618,AN,16787.44,4,2021
6619,ANDE,1262761.58,3,2020
6620,ANDE,53068.31,4,2020
6621,ANDE,2469069.98,2,2021
6622,ANDE,13536165.5,4,2021
6623,ANDE,21575302.8,2,2022
6624,ANDE,17642851.21,3,2022
6625,ANDE,11950599.86,3,2023
6626,ANDE,6880.0,4,2023
6627,ANGO,36000.0,2,2020
6628,ANGO,109125.0,3,2020
6629,ANGO,104375.0,4,2020
6630,ANGO,268918.0,1,2021
6631,ANGO,5596.78,2,2021
6632,ANGO,103947.6,3,2021
6633,ANGO,89434.0,4,2021
6634,ANGO,188306.03,1,2022
6635,ANGO,116578.0,2,2022
6636,ANGO,118917.16,3,2022
6637,ANGO,381889.0,4,2022
6638,ANGO,603.6,2,2023
6639,ANGO,63725.0,3,2023
6640,APAC,1937562.56,3,2020
6641,APAC,1914182.75,2,2021
6642,ANNX,242712.0,3,2021
6643,ANSS,3081202.09,2,2020
6644,ANSS,6719275.63,3,2020
6645,ANSS,11979311.68,4,2020
6646,ANSS,3756027.48,1,2021
6647,ANSS,6058877.31,2,2021
6648,ANSS,5758310.73,3,2021
6649,ANSS,6788382.44,4,2021
6650,ANSS,3637598.98,1,2022
6651,ANSS,5463247.72,2,2022
6652,ANSS,8931688.55,3,2022
6653,ANSS,9982784.1,4,2022
6654,ANSS,2700970.84,1,2023
6655,ANSS,5593394.03,2,2023
6656,ANSS,7535046.73,3,2023
6657,ANSS,2312911.23,4,2023
6658,ANSS,11175.83,1,2024
6659,ANTX,4306405.0,4,2022
6660,ANTX,651041.0,4,2023
6661,AOMR,4522166.04,3,2020
6662,AORT,332555.0,2,2020
6663,AORT,204050.12,3,2020
6664,AORT,339585.0,4,2020
6665,AORT,105430.47,1,2021
6666,AORT,147139.0,2,2021
6667,AORT,198865.0,3,2021
6668,AORT,225460.0,4,2021
6669,AORT,126097.51,1,2022
6670,AORT,215010.0,2,2022
6671,AORT,318470.0,3,2022
6672,AORT,203566.89,4,2022
6673,AORT,174175.0,1,2023
6674,AORT,315405.0,2,2023
6675,AORT,185894.0,3,2023
6676,AORT,402548.07,4,2023
6677,AORT,14440.0,1,2024
6678,APA,1495434.0,2,2020
6679,APA,3148384.29,3,2020
6680,APA,7218.6,4,2020
6681,APA,203624.8,2,2021
6682,APA,3300000.0,1,2022
6683,APA,2267597.12,2,2022
6684,APA,500000.0,4,2022
6685,APA,1992822.4,1,2023
6686,APCA,39326.56,3,2020
6687,APD,10688696.94,2,2020
6688,APD,11065565.47,3,2020
6689,APD,7274348.23,4,2020
6690,APD,13918182.59,1,2021
6691,APD,10726427.72,2,2021
6692,APD,7860338.47,3,2021
6693,APD,11569759.09,4,2021
6694,APD,10220217.0,1,2022
6695,APD,16856278.83,2,2022
6696,APD,21986990.8,3,2022
6697,APD,14462420.52,4,2022
6698,APD,42597054.68,1,2023
6699,APD,31972367.26,2,2023
6700,APD,63399162.43,3,2023
6701,APD,44736894.25,4,2023
6702,APD,1128467.28,1,2024
6703,APDN,42200.0,2,2020
6704,APDN,903053.77,3,2020
6705,APDN,41700.0,1,2021
6706,APDN,41700.0,2,2021
6707,APDN,41700.0,3,2021
6708,APDN,41700.0,4,2021
6709,APDN,44535.0,1,2022
6710,APDN,44535.0,2,2022
6711,APDN,44535.0,3,2022
6712,APDN,44535.0,4,2022
6713,APDN,36286.0,1,2023
6714,APDN,36286.0,2,2023
6715,APDN,36286.0,3,2023
6716,APEI,26069.48,3,2020
6717,APEI,20008.92,2,2021
6718,APH,810065.12,2,2020
6719,APH,1907407.04,3,2020
6720,APH,160736.24,4,2020
6721,APH,514449.44,1,2021
6722,APH,383879.03,2,2021
6723,APH,204324.39,3,2021
6724,APH,445035.36,4,2021
6725,APH,237999.87,1,2022
6726,APH,348047.1,2,2022
6727,APH,360947.24,3,2022
6728,APH,332367.29,4,2022
6729,APH,113489.05,1,2023
6730,APH,123573.83,2,2023
6731,APH,165186.05,3,2023
6732,APH,140128.9,4,2023
6733,APLD,55630.67,3,2020
6734,APLT,1000.0,3,2020
6735,APLT,6202.3,2,2021
6736,APOG,307685.8,3,2020
6737,APOG,9179.88,4,2020
6738,APPN,1472249.76,2,2020
6739,APPN,8222904.6,3,2020
6740,APPN,620839.69,4,2020
6741,APPN,4757277.9,1,2021
6742,APPN,1035700.74,2,2021
6743,APPN,3793307.82,3,2021
6744,APPN,1161107.04,4,2021
6745,APPN,5010825.53,1,2022
6746,APPN,812313.44,2,2022
6747,APPN,5096715.35,3,2022
6748,APPN,2088972.8,4,2022
6749,APPN,2486417.18,1,2023
6750,APPN,797640.0,2,2023
6751,APPN,4597025.91,3,2023
6752,APRE,862205.0,2,2023
6753,SPRY,164391.73,3,2020
6754,ARAV,44072.5,2,2021
6755,ARAY,266651.88,2,2020
6756,ARAY,4862874.0,3,2020
6757,ARAY,29972.5,4,2020
6758,ARAY,1036420.0,1,2021
6759,ARAY,363279.0,2,2021
6760,ARAY,600000.0,3,2021
6761,ARAY,597584.38,1,2022
6762,ARAY,682340.0,2,2022
6763,ARAY,420745.0,3,2022
6764,ARAY,35000.0,4,2022
6765,ARAY,931325.0,1,2023
6766,ARAY,29524.98,2,2023
6767,ARAY,997823.04,3,2023
6768,ARAY,601400.0,4,2023
6769,ARAY,285485.0,1,2024
6770,ARC,55510.0,2,2021
6771,ARCB,1750000.0,3,2021
6772,ARCH,10000.0,4,2020
6773,ARCT,63239785.0,4,2022
6774,AREB,107409.54,3,2020
6775,AREB,65849.5,2,2021
6776,ARES,42315.52,3,2020
6777,ARES,36637.8,4,2020
6778,ARES,15000.0,4,2021
6779,ARGU,2000.0,3,2020
6780,ARKO,59928.8,3,2020
6781,ARKO,12803.4,2,2021
6782,ARL,922179.28,3,2020
6783,ARMK,8868782.45,2,2020
6784,ARMK,77642.28,3,2020
6785,ARMK,3054577.24,4,2020
6786,ARMK,122291.28,1,2021
6787,ARMK,3926452.39,2,2021
6788,ARMK,933615.98,3,2021
6789,ARMK,2627929.65,4,2021
6790,ARMK,320281.66,1,2022
6791,ARMK,1789137.62,2,2022
6792,ARMK,2159420.46,3,2022
6793,ARMK,1992470.77,4,2022
6794,ARMK,1306234.59,1,2023
6795,ARMK,3636948.85,2,2023
6796,ARMK,885795.19,3,2023
6797,ARMK,1556246.73,4,2023
6798,ARMK,16567.64,1,2024
6799,AROC,445557.92,3,2020
6800,AROC,567159.59,2,2021
6801,AROW,168863.64,3,2020
6802,ARR,2000.0,3,2020
6803,ARW,132851.36,2,2020
6804,ARW,342726.57,3,2020
6805,ARW,90291.15,4,2020
6806,ARW,199014.8,1,2021
6807,ARW,338284.96,2,2021
6808,ARW,60840.48,3,2021
6809,ARW,62991.75,4,2021
6810,ARW,24925.14,1,2022
6811,ARW,10440.65,2,2022
6812,ARW,54166.53,3,2022
6813,ARW,112144.86,4,2022
6814,ARW,148958.87,1,2023
6815,ARW,51825.74,2,2023
6816,ARW,16244.28,3,2023
6817,ARW,71624.51,1,2024
6818,ARWR,68211.16,3,2020
6819,ARWR,41043.44,3,2022
6820,ASAN,238798.48,3,2020
6821,ASAN,167270.18,2,2021
6822,ASAN,29206.24,2,2022
6823,ASAN,5997.6,1,2023
6824,ASAN,6000.0,3,2023
6825,AUR,174564.65,2,2020
6826,AUR,1857864.64,3,2020
6827,AUR,712874.3,4,2020
6828,AUR,672317.0,1,2021
6829,AUR,759156.55,2,2021
6830,AUR,287045.06,3,2021
6831,AUR,1283798.81,4,2021
6832,AUR,851800.0,1,2022
6833,AUR,105532.24,2,2022
6834,AUR,866115.36,3,2022
6835,AUR,654403.14,4,2022
6836,AUR,559549.83,1,2023
6837,AUR,137567.67,2,2023
6838,AUR,1335826.32,3,2023
6839,AUR,554661.42,4,2023
6840,ASNS,252602.2,3,2020
6841,ASNS,20430.0,4,2020
6842,ASNS,199000.3,2,2021
6843,ASNS,31220.0,4,2021
6844,ASO,2111.1,4,2020
6845,ASPN,3749195.76,3,2020
6846,AURC,1000.0,3,2020
6847,ASTC,3469.0,2,2020
6848,ASTC,5662778.18,3,2020
6849,ASTC,3969779.0,4,2020
6850,ASTC,571941.0,2,2021
6851,ASTC,1297776.69,3,2021
6852,ASTC,3647978.0,4,2021
6853,ASTC,1746815.0,1,2022
6854,ASTC,9435319.0,3,2022
6855,ASTC,1111794.0,4,2022
6856,ASTC,11763089.5,1,2023
6857,ASTC,5035087.0,2,2023
6858,ASTC,117430.0,3,2023
6859,ASTC,724358.0,4,2023
6860,ASTR,5011520.0,3,2020
6861,ASTR,790000.0,1,2021
6862,ASTR,8512546.0,2,2021
6863,ASTR,617454.0,3,2021
6864,ASTR,1291000.0,4,2021
6865,ASTR,714249.0,2,2022
6866,ASTR,5000.0,2,2023
6867,ASTR,11450000.0,3,2023
6868,ASUR,106512.0,2,2020
6869,ASUR,9007921.41,3,2020
6870,AVAN,15258.0,3,2020
6871,ATCX,101401.08,2,2020
6872,ATCX,101335.48,4,2021
6873,ATCX,5468.0,1,2022
6874,ATCX,934653.64,2,2022
6875,ATCX,263970.87,3,2022
6876,ATCX,4850.0,4,2022
6877,ATCX,479638.01,2,2023
6878,ATCX,49379.81,3,2023
6879,ATEN,34465.5,3,2022
6880,ATGE,11137.12,2,2020
6881,ATGE,8507144.96,3,2020
6882,ATGE,31.7,4,2020
6883,ATGE,7147074.0,2,2021
6884,ATGE,5819756.0,3,2021
6885,ATGE,1401552.0,3,2022
6886,ATGE,330991.0,3,2023
6887,ATHA,218698.0,3,2020
6888,ATHA,7811344.0,4,2020
6889,ATHA,4489665.0,4,2021
6890,ATHA,2926978.0,4,2022
6891,ATI,93867.26,3,2020
6892,ATI,222544.61,2,2021
6893,ATI,9000.0,3,2021
6894,ATNF,2000.0,3,2020
6895,ATO,226038.61,2,2020
6896,ATO,1265495.12,1,2021
6897,ATO,415942.67,2,2021
6898,ATO,76894.23,4,2021
6899,ATO,2265780.94,1,2022
6900,ATO,590732.08,2,2022
6901,ATO,731778.29,3,2022
6902,ATO,739406.7,4,2022
6903,ATO,2492515.05,1,2023
6904,ATO,393513.3,2,2023
6905,ATO,792854.75,3,2023
6906,ATO,131039.5,4,2023
6907,ATR,439681.0,4,2023
6908,ATRC,112360.0,2,2020
6909,ATRC,70860.0,4,2020
6910,ATRC,66550.0,2,2021
6911,ATRC,15000.0,2,2022
6912,ATRC,116990.0,3,2022
6913,ATRC,12000.0,4,2022
6914,ATRC,91000.0,2,2023
6915,ATRC,122500.0,3,2023
6916,ATRC,18763.0,4,2023
6917,ATRI,412722.8,3,2020
6918,ATRI,10000.0,4,2020
6919,ATRI,311573.91,2,2021
6920,ATRO,45875.0,2,2020
6921,ATRO,1573577.0,3,2020
6922,ATRO,29876.0,1,2021
6923,ATRO,103070.82,2,2021
6924,ATRO,7580.0,3,2021
6925,ATRO,14662958.76,4,2021
6926,ATRO,67250.0,2,2022
6927,ATRO,36820.0,4,2022
6928,ATRO,5523.0,1,2023
6929,ATRO,588158.75,2,2023
6930,ATRO,51809.0,3,2023
6931,ATRO,679500.0,4,2023
6932,AUD,168464.04,3,2020
6933,AUD,157072.9,3,2021
6934,AUD,100000.0,4,2021
6935,AUD,125000.0,4,2022
6936,AUD,70500.0,3,2023
6937,AUD,157986.0,4,2023
6938,AUGX,2217629.16,3,2020
6939,AUID,494115.07,3,2020
6940,AUID,503735.19,2,2021
6941,ARKR,2.98023223876953e-10,3,2020
6942,AUUD,10000.0,3,2020
6943,ESOA,267523.6,3,2020
6944,ESOA,111293.12,2,2022
6945,AVA,4643403.4,3,2020
6946,AVA,61125.95,4,2020
6947,AVA,1156673.26,1,2021
6948,AVA,3876332.2,2,2021
6949,AVA,728354.99,3,2021
6950,AVA,208432.0,4,2021
6951,AVA,410150.53,1,2022
6952,AVA,510968.69,2,2022
6953,AVA,138556.1,3,2022
6954,AVA,49869.64,4,2022
6955,AVA,152390.1,1,2023
6956,AVA,32000.0,2,2023
6957,AVA,44200.5,3,2023
6958,AVA,50500.0,4,2023
6959,AVA,157000.0,1,2024
6960,AVAV,10628927.62,2,2020
6961,AVAV,104655142.92,3,2020
6962,AVAV,22950071.84,4,2020
6963,AVAV,12531290.01,1,2021
6964,AVAV,85513500.9,2,2021
6965,AVAV,27356902.25,3,2021
6966,AVAV,24293331.84,4,2021
6967,AVAV,2017211.07,1,2022
6968,AVAV,39679156.52,2,2022
6969,AVAV,50209995.06,3,2022
6970,AVAV,63345042.95,4,2022
6971,AVAV,133984953.34,1,2023
6972,AVAV,79270630.84,2,2023
6973,AVAV,67167833.86,3,2023
6974,AVAV,117382857.83,4,2023
6975,AVD,8101.76,3,2020
6976,AVGO,192772.5,3,2020
6977,AVGO,151500.52,2,2021
6978,AVGO,6690.0,3,2021
6979,AVGR,10983.0,2,2020
6980,AVGR,2527514.33,3,2020
6981,AVGR,58269.0,4,2020
6982,AVGR,41095.0,1,2021
6983,AVGR,118303.6,2,2021
6984,AVGR,167372.61,3,2021
6985,AVGR,25245.18,4,2021
6986,AVGR,26248.0,1,2022
6987,AVGR,17431.0,2,2022
6988,AVGR,133542.0,3,2022
6989,AVGR,202805.4,4,2022
6990,AVGR,29295.0,1,2023
6991,AVGR,94833.0,2,2023
6992,AVGR,37831.0,3,2023
6993,AVGR,49295.0,4,2023
6994,AVID,33685.32,2,2020
6995,AVID,9058587.45,3,2020
6996,AVID,949958.9,4,2020
6997,AVID,35346.01,1,2021
6998,AVID,12314.37,2,2021
6999,AVID,105356.28,3,2021
7000,AVID,573602.5,4,2021
7001,AVID,711522.67,2,2022
7002,AVID,343315.76,3,2022
7003,AVID,543898.08,4,2022
7004,AVID,61973.74,1,2023
7005,AVID,10676.69,2,2023
7006,AVID,145446.0,3,2023
7007,AVID,55497.0,4,2023
7008,AVNS,328396.44,2,2020
7009,AVNS,210322.2,4,2020
7010,AVNS,134193.88,2,2021
7011,AVNS,107457.16,4,2021
7012,AVNS,28703.2,1,2022
7013,AVNS,42075.28,2,2022
7014,AVNS,74363.73,3,2022
7015,AVNS,110860.06,4,2022
7016,AVNS,194420.49,2,2023
7017,AVNS,52934.17,4,2023
7018,AVNS,95.82,1,2024
7019,AVNT,284109.4,3,2021
7020,AVNT,63389.0,2,2022
7021,AVNT,313017.54,3,2022
7022,AVNT,186.0,3,2023
7023,AVO,14135.32,3,2020
7024,AVO,1244.4,3,2021
7025,AVPT,40000.0,3,2020
7026,AVPT,40000.0,3,2021
7027,AVT,1135473.41,2,2020
7028,AVT,1799451.34,3,2020
7029,AVT,1186309.34,4,2020
7030,AVT,173964.41,1,2021
7031,AVT,871953.81,2,2021
7032,AVT,1410790.84,3,2021
7033,AVT,692004.69,4,2021
7034,AVT,566721.77,1,2022
7035,AVT,475252.05,2,2022
7036,AVT,914239.21,3,2022
7037,AVT,865417.32,4,2022
7038,AVT,691449.77,1,2023
7039,AVT,1020547.28,2,2023
7040,AVT,520886.23,3,2023
7041,AVT,161432.29,4,2023
7042,AVY,32121.7,3,2020
7043,AVY,17400.4,1,2021
7044,AVY,40101.34,3,2021
7045,AVY,6773.04,2,2022
7046,AVY,3132.0,3,2022
7047,AVY,13365.0,1,2023
7048,AVY,14455.38,2,2023
7049,AVY,4362.5,4,2023
7050,AWK,3742781.41,3,2020
7051,AWK,2471615.87,2,2021
7052,AWK,296081.13,3,2021
7053,AWK,270692.0,2,2022
7054,AWK,67591.0,3,2022
7055,AWK,808133.0,4,2022
7056,AWK,90000.0,3,2023
7057,AWRE,918443.31,2,2020
7058,AWRE,6320617.11,3,2020
7059,AWRE,2444320.69,4,2020
7060,AWRE,767686.2,1,2021
7061,AWRE,806861.11,2,2021
7062,AWRE,529493.87,3,2021
7063,AWRE,9916144.72,4,2021
7064,AWRE,761504.64,1,2022
7065,AWRE,513659.76,2,2022
7066,AWRE,4078190.15,3,2022
7067,AWRE,351923.56,4,2022
7068,AWRE,417712.29,2,2023
7069,AWRE,4006494.81,3,2023
7070,AWRE,4693487.0,4,2023
7071,AXDX,44610.0,2,2020
7072,AXDX,4943027.5,3,2020
7073,AXDX,185090.0,4,2020
7074,AXDX,61642.69,1,2021
7075,AXDX,110100.0,3,2021
7076,AXDX,221476.38,4,2021
7077,AXDX,98419.6,1,2022
7078,AXDX,14410.0,2,2022
7079,AXDX,110100.0,3,2022
7080,AXDX,10900.0,1,2023
7081,AXDX,167486.0,3,2023
7082,AXDX,10900.0,1,2024
7083,AXGN,45.0,3,2020
7084,AXGN,122.12,4,2020
7085,AXGN,77.18,2,2021
7086,AXLA,10000.0,3,2020
7087,AXON,254112.86,2,2020
7088,AXON,64930.0,3,2020
7089,AXON,18387887.02,4,2020
7090,AXON,1304979.5,1,2021
7091,AXON,440211.76,2,2021
7092,AXON,10433197.58,3,2021
7093,AXON,11958111.39,4,2021
7094,AXON,973675.6,1,2022
7095,AXON,2075715.86,2,2022
7096,AXON,3419138.77,3,2022
7097,AXON,34264003.3,4,2022
7098,AXON,421961.1,1,2023
7099,AXON,8671700.92,2,2023
7100,AXON,30274257.61,3,2023
7101,AXON,60659895.76,4,2023
7102,AXP,164293.99,2,2020
7103,AXP,10419442.99,3,2020
7104,AXP,708688.93,4,2020
7105,AXP,1245757.08,1,2021
7106,AXP,2845656.68,2,2021
7107,AXP,523613.37,3,2021
7108,AXP,877054.86,4,2021
7109,AXP,1848600.28,1,2022
7110,AXP,1137264.3,2,2022
7111,AXP,726486.21,3,2022
7112,AXP,1379531.47,4,2022
7113,AXP,1293183.43,1,2023
7114,AXP,1509927.55,2,2023
7115,AXP,459511.55,3,2023
7116,AXP,1385697.31,4,2023
7117,AXP,862442.02,1,2024
7118,AXR,311569.38,3,2020
7119,AXR,9107.32,1,2021
7120,AXR,7667.58,2,2021
7121,AXR,13000.0,4,2021
7122,AXR,11473.88,3,2022
7123,BATRA,500531.2,3,2020
7124,BATRA,20430.0,4,2020
7125,BATRA,707621.84,2,2021
7126,AYRO,221749.6,3,2020
7127,AZO,26287.38,3,2020
7128,AZO,6265.2,4,2020
7129,AZO,542622.69,2,2021
7130,AZO,999.04,4,2021
7131,AZPN,1025173.92,3,2020
7132,AZPN,20430.0,4,2020
7133,AZPN,223287.0,1,2021
7134,AZPN,36359.0,2,2021
7135,AZPN,708790.0,4,2021
7136,AZPN,240000.0,3,2022
7137,AZPN,735616.0,4,2022
7138,AZPN,371045.0,2,2023
7139,AZPN,1004884.0,4,2023
7140,AZTA,181583.94,2,2020
7141,AZTA,332167.02,3,2020
7142,AZTA,13282272.11,4,2020
7143,AZTA,405958.2,1,2021
