,Ticker,Amount,Qtr,Year
835,LGO,6525197.08,3,2020
836,LGO,477460.64,4,2020
837,LGO,277742.0,1,2021
838,LGO,4358506.23,2,2021
839,LGO,386577.79,3,2021
840,LGO,484558.47,4,2021
841,LGO,257456.0,1,2022
842,LGO,749798.88,2,2022
843,LGO,539898.0,3,2022
844,LGO,325944.0,4,2022
845,LGO,229580.0,1,2023
846,LGO,267190.0,2,2023
847,LGO,912521.0,3,2023
848,LGO,396811.29,4,2023
849,LGVN,1974282.0,2,2020
850,LGVN,839635.71,3,2020
851,LHX,1215715748.86,2,2020
852,LHX,1143133494.69,3,2020
853,LHX,1219947442.02,4,2020
854,LHX,1107419336.96,1,2021
855,LHX,1314664593.88,2,2021
856,LHX,917627472.19,3,2021
857,LHX,991232526.36,4,2021
858,LHX,891157753.08,1,2022
859,LHX,999826083.26,2,2022
860,LHX,1211907921.74,3,2022
861,LHX,1429524939.08,4,2022
862,LHX,877676967.86,1,2023
863,LHX,1656161933.34,2,2023
864,LHX,1143661783.94,3,2023
865,LHX,316594703.21,4,2023
866,LHX,650000.0,1,2024
867,LICY,37204334.47,4,2023
868,LIDR,27650.0,2,2020
869,LIDR,2308975.34,3,2020
870,LINK,188721.12,3,2020
871,LINK,573619.0,4,2023
872,LION,170993.28,3,2020
873,LION,24146.48,1,2021
874,LION,15781.46,3,2021
875,LION,158577.11,4,2021
876,LION,304536.86,1,2022
877,LION,46975.27,4,2022
878,LION,70311.24,1,2023
879,LION,132690.21,2,2023
880,LIVE,1842766.34,3,2020
881,LIVE,23835.0,4,2020
882,LIVE,2204223.87,2,2021
883,LIVE,5002000.0,3,2021
884,LIVE,17420.0,3,2023
885,LLY,1187500000.0,1,2021
886,LLY,835000000.0,2,2021
887,LLY,329800000.0,4,2021
888,LLY,1289400000.0,1,2022
889,LLY,1080000000.0,2,2022
890,LLY,273750000.0,3,2022
891,LLY,109500000.0,4,2022
892,LMAT,24547.0,2,2020
893,LMAT,72204.0,3,2020
894,LMAT,20848.0,4,2021
895,LMAT,38294.0,1,2022
896,LMAT,23486.0,2,2022
897,LMAT,40700.0,3,2022
898,LMAT,22998.0,4,2022
899,LMAT,25348.0,1,2023
900,LMAT,63276.0,2,2023
901,LMAT,126400.0,3,2023
902,LMAT,71683.0,4,2023
903,LMAT,22798.0,1,2024
904,LMFA,188980.5,3,2020
905,LMND,700656.52,3,2020
906,LMND,80045.58,4,2020
907,LMND,299538.49,2,2021
908,LMND,147465.7,3,2021
909,LMND,87856.24,4,2021
910,LMND,15000.0,1,2022
911,LMND,21257.75,3,2022
912,LMT,21056986711.34,2,2020
913,LMT,11390366102.66,3,2020
914,LMT,11654758887.06,4,2020
915,LMT,8285198349.55,1,2021
916,LMT,13629121215.53,2,2021
917,LMT,6772070546.83,3,2021
918,LMT,8291719582.45,4,2021
919,LMT,9863601852.2,1,2022
920,LMT,8310121702.6,2,2022
921,LMT,13261074872.48,3,2022
922,LMT,12983578355.72,4,2022
923,LMT,21283494322.28,1,2023
924,LMT,13578900583.4,2,2023
925,LMT,19465069299.25,3,2023
926,LMT,1389610333.61,4,2023
927,LMT,90734863.31,1,2024
928,LOAN,5000.0,4,2020
929,LNC,25836.88,3,2020
930,LNN,71444.06,3,2020
931,LNN,7014.3,4,2020
932,LNN,1271845.94,2,2021
933,LNTH,248216.0,1,2022
934,LNTH,126488.52,3,2022
935,LNTH,5117.68,2,2023
936,LOTZ,1778675.92,3,2020
937,LOW,2741415.03,3,2020
938,LOW,131487.62,4,2020
939,LOW,9312.2,1,2021
940,LOW,92008.12,2,2021
941,LOW,73506.89,3,2021
942,LOW,6723.16,1,2022
943,LOW,7032.0,2,2022
944,LOW,4195.76,3,2022
945,LPCN,237553.84,3,2020
946,LPTH,45547.0,3,2022
947,LPTH,172377.05,4,2022
948,LQDT,14000.0,2,2020
949,LQDT,25925.0,2,2021
950,LRCX,1389.24,3,2020
951,LRN,823855.46,3,2020
952,LRN,21696.88,4,2020
953,LRN,477208.73,2,2021
954,LRN,41020.0,1,2022
955,LSTR,10078.8,3,2020
956,LSTR,22246.48,4,2021
957,LSXMA,275757.64,3,2020
958,LSXMA,25823.52,4,2020
959,LSXMA,51701.71,2,2021
960,LSXMA,125303.82,3,2021
961,LSXMB,275757.64,3,2020
962,LSXMB,25823.52,4,2020
963,LSXMB,51701.71,2,2021
964,LSXMB,125303.82,3,2021
965,LTBR,2722.5,2,2020
966,LTBR,1321719.24,3,2020
967,LTBR,24577.4,4,2020
968,LTBR,796.48,1,2021
969,LTBR,613950.67,2,2021
970,LTBR,892.0,4,2021
971,LTC,8695.3,3,2020
972,LTC,2000.0,4,2020
973,LTH,759242.5,3,2020
974,LTH,108651.32,4,2020
975,LTH,1034.72,1,2021
976,LTH,310864.62,2,2021
977,LTH,33609.17,3,2021
978,LTH,41175.8,4,2021
979,LTH,11790.32,1,2022
980,LTH,9340.84,2,2022
981,LTHM,507967.66,3,2020
982,LTHM,4191.55,2,2021
983,LTHM,64823.82,3,2021
984,LTRN,214965.89,3,2020
985,LUCY,7000.0,3,2020
986,LUNA,5107763.27,2,2020
987,LUNA,5672258.05,3,2020
988,LUNA,10777078.51,4,2020
989,LUNA,950873.58,1,2021
990,LUNA,6842171.86,2,2021
991,LUNA,9690204.28,3,2021
992,LUNA,12070052.56,4,2021
993,LUNA,4292163.23,1,2022
994,LUNA,4526919.68,2,2022
995,LUNA,864461.45,3,2022
996,LUNA,3198354.82,4,2022
997,LUNA,283444.29,1,2023
998,LUNA,1147233.22,3,2023
999,LUNA,941487.29,4,2023
1000,LUNG,24620.0,4,2020
1001,LUNG,33900.0,1,2022
1002,LUNG,11250.0,2,2022
1003,LUNG,29400.0,3,2022
1004,LUNG,99520.0,4,2022
1005,LUNG,177809.68,1,2023
1006,LUNG,37650.0,2,2023
1007,LUNG,115010.97,3,2023
1008,LUNG,248745.0,4,2023
1009,LUV,430150.0,2,2020
1010,LUV,3262732451.5,3,2020
1011,LUV,102088624.29,4,2020
1012,LUV,5674346.28,1,2021
1013,LUV,1730235547.2,2,2021
1014,LUV,2119898665.93,3,2021
1015,LUV,10260845.7,4,2021
1016,LUV,5192822.48,1,2022
1017,LUV,3487087.14,2,2022
1018,LUV,5009762.06,4,2022
1019,LUV,582300.0,1,2023
1020,LUV,3056846.03,2,2023
1021,LUV,1374135.2,3,2023
1022,LUV,257100.0,4,2023
1023,LVRA,315113.0,2,2020
1024,LVRA,2634300.11,3,2020
1025,LVRA,85456.0,1,2021
1026,LVRA,2793558.07,2,2021
1027,LVRA,3144289.29,3,2021
1028,LVRA,65178.62,4,2021
1029,LVRA,329522.9,1,2022
1030,LVRA,90362.8,2,2022
1031,LVRA,315901.0,3,2022
1032,LVRA,143675.0,4,2022
1033,LVRA,91299.08,1,2023
1034,LVRA,93111.0,2,2023
1035,LVRA,372443.0,3,2023
1036,LVRA,61979.0,4,2023
1037,LWLG,417764.04,3,2020
1038,LXU,10172000.0,3,2020
1039,LYTS,8000.0,3,2020
1040,LYV,3187.6,4,2020
1041,LZ,1000.0,3,2020
1042,LZB,1964335.87,3,2020
1043,LZB,664284.62,2,2021
1044,LZB,10000.0,3,2021
1045,LZB,10000.0,4,2021
1046,M,719894.55,3,2020
1047,M,45678.62,4,2020
1048,M,29017.08,2,2021
1049,M,92472.43,3,2021
1050,M,61495.64,1,2022
1051,M,12227.5,3,2022
1052,M,41973.0,1,2023
1053,M,9565.0,3,2023
1054,MA,1190000.0,4,2021
1055,MACC,335251.92,3,2020
1056,MAIN,108981.42,3,2020
1057,MAN,937123.98,2,2020
1058,MAN,1592675.0,3,2020
1059,MAN,814317.54,4,2020
1060,MAN,234488.52,2,2021
1061,MAN,19064.8,3,2021
1062,MAN,1503145.0,4,2021
1063,MAN,2010779.88,1,2022
1064,MAN,141847.97,2,2022
1065,MAN,22523.0,3,2022
1066,MAN,2862179.31,4,2022
1067,MAN,93942.91,1,2023
1068,MAN,1060076.63,2,2023
1069,MAN,431873.12,3,2023
1070,MAN,389573.36,4,2023
1071,MANH,18502364.7,2,2020
1072,MANH,6736453.52,3,2020
1073,MANH,1394563.56,4,2020
1074,MANH,194960.7,1,2021
1075,MANH,9173845.39,2,2021
1076,MANH,14854950.0,3,2021
1077,MANH,2278017.63,4,2021
1078,MANH,613840.0,1,2022
1079,MANH,17353868.43,2,2022
1080,MANH,3488285.9,4,2022
1081,MANH,22326886.33,1,2023
1082,MANH,95638.0,2,2023
1083,MANH,1803494.0,3,2023
1084,MANH,779428.0,4,2023
1085,MANH,21926132.0,1,2024
1086,MAPS,381669.04,3,2020
1087,MAPS,610061.06,2,2021
1088,MAPS,740095.0,3,2021
1089,MAPS,181759.0,3,2022
1090,MAPS,14834.06,4,2022
1091,MAPS,145564.0,1,2023
1092,MAPS,211945.89,2,2023
1093,MAPS,175239.07,3,2023
1094,MAPS,50090.35,4,2023
1095,MARA,66575.0,3,2020
1096,MARK,703902.4,3,2020
1097,MAS,10302146.55,2,2020
1098,MAS,16281827.95,3,2020
1099,MAS,1745374.5,4,2020
1100,MAS,5341231.41,1,2021
1101,MAS,15800052.91,2,2021
1102,MAS,6785868.86,3,2021
1103,MAS,167151.46,4,2021
1104,MAS,173798.12,1,2022
1105,MAS,5305289.5,2,2022
1106,MAS,8469796.06,3,2022
1107,MAS,2680624.27,4,2022
1108,MAS,30774.53,1,2023
1109,MAS,8488100.54,2,2023
1110,MAS,11602472.0,3,2023
1111,MAS,4038560.5,4,2023
1112,MASI,393502.78,2,2020
1113,MASI,2357179.98,3,2020
1114,MASI,1384194.48,4,2020
1115,MASI,505054.17,1,2021
1116,MASI,920624.23,2,2021
1117,MASI,475727.95,3,2021
1118,MASI,624085.43,4,2021
1119,MASI,384224.69,1,2022
1120,MASI,556079.49,2,2022
1121,MASI,13104.4,3,2022
1122,MASI,352370.76,4,2022
1123,MASI,582026.98,1,2023
1124,MASI,343300.33,2,2023
1125,MASI,351267.38,3,2023
1126,MASI,53268.8,4,2023
1127,MASS,172930.0,4,2020
1128,MASS,74675.0,2,2021
1129,MASS,204999.07,3,2022
1130,MASS,6650.0,4,2022
1131,MASS,130843.0,3,2023
1132,MASS,103104.35,4,2023
1133,MAT,283043.11,3,2020
1134,MAT,28055.75,4,2020
1135,MAT,172803.04,2,2021
1136,MAT,115538.89,3,2021
1137,MAT,15000.0,1,2022
1138,MATX,43503514.38,2,2020
1139,MATX,7732785.09,3,2020
1140,MATX,50314565.42,4,2020
1141,MATX,13588942.94,1,2021
1142,MATX,36592526.65,2,2021
1143,MATX,14588983.58,3,2021
1144,MATX,31095444.69,4,2021
1145,MATX,17343530.42,1,2022
1146,MATX,309158749.91,2,2022
1147,MATX,36421934.23,3,2022
1148,MATX,33120450.35,4,2022
1149,MATX,26763688.2,1,2023
1150,MATX,46816458.29,2,2023
1151,MATX,20303978.99,3,2023
1152,MATX,31654415.62,4,2023
1153,MBIO,999336.0,4,2021
1154,MBIO,999336.0,4,2022
1155,MBRX,6401.4,4,2020
1156,MCD,43650086.52,3,2020
1157,MCD,12426.6,1,2021
1158,MCD,854196.75,2,2021
1159,MCD,299463.3,3,2021
1160,MCHP,15556.4,3,2021
1161,MCHP,999217.0,4,2021
1162,MCHP,15898.0,1,2022
1163,MCHP,335692.5,2,2022
1164,MCHP,3467.06,3,2022
1165,MCHP,38032.48,4,2022
1166,MCHP,67139.44,3,2023
1167,MCHP,120853.5,4,2023
1168,MCO,456319.25,2,2020
1169,MCO,11074800.47,3,2020
1170,MCO,7560245.45,4,2020
1171,MCO,2084075.26,1,2021
1172,MCO,1468084.68,2,2021
1173,MCO,2269319.58,3,2021
1174,MCO,9514424.5,4,2021
1175,MCO,2508318.36,1,2022
1176,MCO,897550.09,2,2022
1177,MCO,2048619.8,3,2022
1178,MCO,10790567.65,4,2022
1179,MCO,2393040.3,1,2023
1180,MCO,1804594.24,2,2023
1181,MCO,1962464.0,3,2023
1182,MCO,10267943.0,4,2023
1183,MCO,300000.0,1,2024
1184,MDVL,347001.5,3,2020
1185,MDWD,5537538.0,2,2020
1186,MDWD,8944500.0,2,2022
1187,MDWD,10155524.0,3,2023
1188,MDXG,173220.05,2,2020
1189,MDXG,61625.0,3,2020
1190,MDXG,41390.0,4,2020
1191,MDXG,125655.0,1,2021
1192,MDXG,21700.1,4,2022
1193,MDXG,105947.18,2,2023
1194,MDXG,10230.0,3,2023
1195,ME,266646.0,4,2022
1196,ME,266646.0,4,2023
1197,MED,15990.66,3,2020
1198,MED,2000.0,4,2020
1199,MEG,2500.0,2,2020
1200,MEG,5214.0,3,2020
1201,MEG,93000.0,4,2022
1202,MEI,97833.54,1,2021
1203,MET,47089.47,3,2020
1204,MET,460951.65,4,2020
1205,MET,76238.41,2,2021
1206,MET,487425.25,4,2021
1207,MET,1218378.29,1,2022
1208,MET,811202.73,2,2022
1209,MET,87501.71,3,2022
1210,MET,2265431.73,4,2022
1211,MET,1887491.54,1,2023
1212,MET,1719596.88,4,2023
1213,METC,8589986.48,3,2020
1214,MFIN,177974.4,3,2020
1215,MFIN,17090.72,1,2021
1216,MG,6091.0,4,2020
1217,MG,22990.0,1,2021
1218,MG,10965.0,3,2021
1219,MG,370000.0,4,2021
1220,MG,380.0,3,2022
1221,MG,58939.0,4,2022
1222,MG,17570.0,4,2023
1223,MGA,1919639.37,3,2020
1224,MGA,683597.17,2,2021
1225,MGA,4539.2,4,2022
1226,MGNI,195623.28,3,2020
1227,MGNX,6287950.0,4,2021
1228,MGRC,51357.44,2,2020
1229,MGRC,742657.5,3,2020
1230,MGRC,6728.0,4,2020
1231,MGRC,4433359.11,2,2021
1232,MGRC,48826.57,3,2021
1233,MGRC,147120.68,4,2021
1234,MGRC,111690.8,1,2022
1235,MGRC,178133.38,2,2022
1236,MGRC,107385.54,3,2022
1237,MGRC,1019768.99,4,2022
1238,MGRC,124486.13,1,2023
1239,MGRC,168447.47,2,2023
1240,MGRC,220392.97,3,2023
1241,MGRC,647595.66,4,2023
1242,MHO,16885.52,3,2020
1243,MHLD,1000.0,3,2020
1244,MICS,451535.08,3,2020
1245,MIDD,1457.34,3,2020
1246,MIDD,13773.43,2,2021
1247,MIND,769971.57,3,2020
1248,MINM,347378.8,2,2020
1249,MINM,20554823.55,3,2020
1250,MINM,1204512.98,4,2020
1251,MINM,87757.44,1,2021
1252,MINM,8889232.11,2,2021
1253,MINM,2444856.76,3,2021
1254,MINM,708610.33,4,2021
1255,MINM,756373.26,1,2022
1256,MINM,266133.45,2,2022
1257,MINM,189937.44,3,2022
1258,MINM,22050.0,3,2023
1259,MIR,965964.54,2,2020
1260,MIR,5023615.37,3,2020
1261,MIR,2038566.11,4,2020
1262,MIR,627817.48,1,2021
1263,MIR,3500726.83,2,2021
1264,MIR,1661587.23,3,2021
1265,MIR,6602387.09,4,2021
1266,MIR,185101.04,1,2022
1267,MIR,305965.34,2,2022
1268,MIR,1493250.33,3,2022
1269,MIR,5101902.81,4,2022
1270,MIR,377829.71,1,2023
1271,MIR,1300905.79,2,2023
1272,MIR,3780392.99,3,2023
1273,MIR,866168.61,4,2023
1274,MIRO,573087.42,3,2020
1275,MIRO,867941.0,4,2020
1276,MKC,294818.27,2,2020
1277,MKC,70880208.15,3,2020
1278,MKC,10614749.71,4,2020
1279,MKC,211129.01,1,2021
1280,MKC,18847243.93,2,2021
1281,MKC,13027774.23,3,2021
1282,MKC,840264.7,4,2021
1283,MKC,233851.76,1,2022
1284,MKC,1772814.82,2,2022
1285,MKC,823045.64,3,2022
1286,MKC,1793757.35,4,2022
1287,MKC,405680.17,1,2023
1288,MKC,1841979.84,2,2023
1289,MKC,1421411.8,3,2023
1290,MKC,925875.1,4,2023
1291,MKL,66405.36,2,2020
1292,MKL,10055527.71,3,2020
1293,MKL,859595.43,4,2020
1294,MKL,93252.5,1,2021
1295,MKL,2640001.74,2,2021
1296,MKL,6307497.01,3,2021
1297,MKL,25583.48,1,2022
1298,MKL,25478.34,2,2022
1299,MKL,22207.74,3,2022
1300,MKL,27249.0,3,2023
1301,MKSI,14854.0,3,2020
1302,MKSI,7700.0,4,2020
1303,MKSI,970.0,2,2021
1304,MKSI,56170.68,3,2021
1305,MKSI,25560.0,4,2021
1306,MKSI,29847.0,1,2022
1307,MKSI,23718.0,3,2022
1308,MKSI,29731.0,4,2022
1309,MKSI,980.0,1,2023
1310,MKSI,30715.0,4,2023
1311,MKTW,271279.51,3,2020
1312,MKTW,18042.08,4,2020
1313,MKTW,69074.05,2,2021
1314,MKTW,49421.34,3,2021
1315,MKTW,10008.88,2,2022
1316,MKTW,11720.0,3,2022
1317,ML,3261995.61,3,2020
1318,MLAB,26546.12,2,2020
1319,MLAB,638449.41,3,2020
1320,MLAB,115355.95,4,2020
1321,MLAB,358287.59,1,2021
1322,MLAB,95578.74,2,2021
1323,MLAB,90251.28,3,2021
1324,MLAB,621273.21,4,2021
1325,MLAB,95567.76,1,2022
1326,MLAB,92517.64,2,2022
1327,MLAB,100019.37,3,2022
1328,MLAB,401110.62,4,2022
1329,MLAB,74388.0,1,2023
1330,MLAB,134482.83,2,2023
1331,MLAB,85614.42,3,2023
1332,MLAB,265554.92,4,2023
1333,MLI,352780.68,3,2020
1334,MLI,328625.3,2,2021
1335,MLI,18900.0,4,2021
1336,MLI,216820.0,1,2022
1337,MLKN,10975446.13,2,2020
1338,MLKN,7405308.84,3,2020
1339,MLKN,24244736.98,4,2020
1340,MLKN,7567080.39,1,2021
1341,MLKN,3926002.37,2,2021
1342,MLKN,8586973.29,3,2021
1343,MLKN,18256307.43,4,2021
1344,MLKN,1104755.81,1,2022
1345,MLKN,5934217.31,2,2022
1346,MLKN,5287560.61,3,2022
1347,MLKN,41165954.32,4,2022
1348,MLKN,1134478.8,1,2023
1349,MLKN,1065509.91,2,2023
1350,MLKN,1310664.68,3,2023
1351,MLKN,2941882.17,4,2023
1352,MLM,597675.6,4,2020
1353,MLM,24995.2,2,2021
1354,MLM,772482.45,4,2021
1355,MLP,7136.0,2,2021
1356,MMI,62154.15,3,2020
1357,MMI,19716.48,4,2020
1358,MMI,21604.16,2,2021
1359,MMS,94245331.88,2,2020
1360,MMS,194800607.23,3,2020
1361,MMS,875932416.56,4,2020
1362,MMS,127445649.06,1,2021
1363,MMS,186304419.77,2,2021
1364,MMS,424639649.38,3,2021
1365,MMS,762713225.32,4,2021
1366,MMS,169936774.06,1,2022
1367,MMS,195834680.5,2,2022
1368,MMS,411444697.43,3,2022
1369,MMS,599973782.46,4,2022
1370,MMS,170131547.18,1,2023
1371,MMS,235236319.59,2,2023
1372,MMS,322535375.91,3,2023
1373,MMS,756716711.91,4,2023
1374,MMSI,13191.8,2,2020
1375,MMSI,25477.9,3,2020
1376,MMSI,78500.0,4,2020
1377,MMSI,21250.0,1,2021
1378,MMSI,96100.5,2,2021
1379,MMSI,291200.0,4,2021
1380,MMSI,106246.0,1,2022
1381,MMSI,125003.5,2,2022
1382,MMSI,51495.0,3,2022
1383,MMSI,138445.0,4,2022
1384,MMSI,9000.0,2,2023
1385,MMSI,215402.7,3,2023
1386,MMSI,144594.46,4,2023
1387,MNKD,4957673.19,3,2020
1388,MNOV,699000.0,2,2021
1389,MNOV,50000.0,4,2021
1390,MNTX,3811448.4,3,2020
1391,MODN,980295.0,2,2020
1392,MODN,5077691.33,3,2020
1393,MODN,290416.23,4,2020
1394,MODN,3552.7,1,2021
1395,MODN,5182000.63,2,2021
1396,MODN,87817.48,3,2021
1397,MODN,846820.0,4,2021
1398,MODN,10000.0,1,2022
1399,MODN,1116394.24,2,2022
1400,MODN,407345.44,3,2022
1401,MODN,70500.0,4,2022
1402,MODN,36685.86,1,2023
1403,MODN,1394890.0,2,2023
1404,MODN,27500.0,3,2023
1405,MODN,15919.62,4,2023
1406,MORN,69310.13,2,2020
1407,MORN,23380919.88,3,2020
1408,MORN,929996.33,4,2020
1409,MORN,25100.88,1,2021
1410,MORN,5629289.27,2,2021
1411,MORN,2351635.47,3,2021
1412,MORN,489807.1,4,2021
1413,MORN,381353.88,1,2022
1414,MORN,91676.52,2,2022
1415,MORN,1453880.6,3,2022
1416,MORN,544356.02,4,2022
1417,MORN,269726.06,2,2023
1418,MORN,1510043.64,3,2023
1419,MORN,22650.0,4,2023
1420,MOS,9231408.02,2,2020
1421,MOS,78504831.65,3,2020
1422,MOS,7253422.89,4,2020
1423,MOS,4212720.68,1,2021
1424,MOS,52806939.94,2,2021
1425,MOS,28104028.4,3,2021
1426,MOS,9604415.11,4,2021
1427,MOS,8457574.04,1,2022
1428,MOS,3696665.22,2,2022
1429,MOS,16960902.36,3,2022
1430,MOS,10189738.01,4,2022
1431,MOS,7867754.72,1,2023
1432,MOS,5689322.49,2,2023
1433,MOS,14027423.04,3,2023
1434,MOS,6633158.48,4,2023
1435,MOV,19668.58,3,2020
1436,MOV,16386.57,2,2021
1437,MPAA,145900.0,2,2020
1438,MPAA,145900.0,4,2020
1439,MPAA,55050.0,3,2021
1440,MPAA,287800.0,4,2021
1441,MPC,22126.13,3,2020
1442,MPC,1104706.67,4,2020
1443,MPC,5985322.2,3,2021
1444,MPC,5931043.63,4,2021
1445,MPC,3766980.0,1,2022
1446,MPC,5329637.36,2,2022
1447,MPC,41225020.28,3,2022
1448,MPC,43785214.86,4,2022
1449,MPC,21985844.79,1,2023
1450,MPC,60729602.92,2,2023
1451,MPC,113979859.13,3,2023
1452,MPC,16547421.65,4,2023
1453,MPX,1339620.88,2,2020
1454,MPX,7547776.61,3,2020
1455,MPX,500362.06,4,2020
1456,MPX,789781.43,1,2021
1457,MPX,3114267.46,2,2021
1458,MPX,1028676.2,3,2021
1459,MPX,1417556.51,4,2021
1460,MPX,1038157.7,1,2022
1461,MPX,1931976.33,2,2022
1462,MPX,1159089.13,3,2022
1463,MPX,2392894.72,4,2022
1464,MPX,1154832.15,1,2023
1465,MPX,970033.57,2,2023
1466,MPX,1335331.18,3,2023
1467,MPX,812629.97,4,2023
1468,MRBK,20712622.81,2,2020
1469,MRBK,197985210.65,3,2020
1470,MRBK,21968894.63,4,2020
1471,MRBK,5508200.51,1,2021
1472,MRBK,90624939.51,2,2021
1473,MRBK,60599409.34,3,2021
1474,MRBK,78343563.55,4,2021
1475,MRBK,23316190.69,1,2022
1476,MRBK,25154680.28,2,2022
1477,MRBK,31171310.92,3,2022
1478,MRBK,41594160.12,4,2022
1479,MRBK,15142534.7,1,2023
1480,MRBK,33377269.1,2,2023
1481,MRBK,29446063.4,3,2023
1482,MRBK,70315736.16,4,2023
1483,MRBK,20892.9,1,2024
1484,MRC,184010.0,3,2020
1485,MRC,20278.54,2,2021
1486,MRCC,331079.54,3,2020
1487,MRCC,7872.36,4,2020
1488,MRCC,157883.25,2,2021
1489,MRCY,15699120.19,2,2020
1490,MRCY,26374130.22,3,2020
1491,MRCY,17203586.49,4,2020
1492,MRCY,1293831.74,1,2021
1493,MRCY,13473727.78,2,2021
1494,MRCY,26362011.21,3,2021
1495,MRCY,17222808.66,4,2021
1496,MRCY,5478933.87,1,2022
1497,MRCY,28592190.39,2,2022
1498,MRCY,10696296.08,3,2022
1499,MRCY,62931873.15,4,2022
1500,MRCY,25454243.86,1,2023
1501,MRCY,22093613.7,2,2023
1502,MRCY,13756519.48,3,2023
1503,MRIN,3376697.12,3,2020
1504,MRK,616919834.83,2,2020
1505,MRK,407957869.34,3,2020
1506,MRK,267989059.51,4,2020
1507,MRK,313218650.07,1,2021
1508,MRK,737178952.19,2,2021
1509,MRK,1532256896.02,3,2021
1510,MRK,265321408.63,4,2021
1511,MRK,1473878877.6,1,2022
1512,MRK,760365807.88,2,2022
1513,MRK,660352015.94,3,2022
1514,MRK,218225243.23,4,2022
1515,MRK,453107536.34,1,2023
1516,MRK,725165657.35,2,2023
1517,MRK,475403587.09,3,2023
1518,MRK,417018549.16,4,2023
1519,MRKR,519750.0,4,2022
1520,MRKR,664838.0,4,2023
1521,MRNA,1024355889.07,3,2020
1522,MRNA,1156620597.24,4,2020
1523,MRNA,1966598000.0,1,2021
1524,MRNA,1949338523.21,2,2021
1525,MRNA,3440093458.31,3,2021
1526,MRNA,63907.68,4,2021
1527,MRNA,3516.0,1,2022
1528,MRNA,334698593.0,2,2022
1529,MRNA,15346709.92,3,2022
1530,MRNA,1769628238.59,4,2022
1531,MRNA,533343.0,3,2023
1532,MRNA,405461918.7,4,2023
1533,MRNS,21338880.0,4,2020
1534,MRNS,12318053.0,4,2022
1535,MRO,356137.56,3,2020
1536,MRO,1440815.06,2,2021
1537,MRO,32486.64,4,2021
1538,MS,778633.68,3,2020
1539,MS,19618.54,4,2020
1540,MS,110912.33,2,2021
1541,MSA,583610.62,2,2020
1542,MSA,2556895.62,3,2020
1543,MSA,406375.59,4,2020
1544,MSA,134977.83,1,2021
1545,MSA,398580.33,2,2021
1546,MSA,58662.66,3,2021
1547,MSA,4706101.21,4,2021
1548,MSA,364860.31,1,2022
1549,MSA,302247.5,2,2022
1550,MSA,1081984.79,3,2022
1551,MSA,5480486.05,4,2022
1552,MSA,2920342.5,1,2023
1553,MSA,34404535.63,2,2023
1554,MSA,1172253.14,3,2023
1555,MSA,3034500.04,4,2023
1556,MSEX,486962.4,4,2020
1557,MSFT,72969556.15,2,2020
1558,MSFT,136952004.82,3,2020
1559,MSFT,230099888.01,4,2020
1560,MSFT,43316106.22,1,2021
1561,MSFT,65296931.59,2,2021
1562,MSFT,116871061.0,3,2021
1563,MSFT,196283144.15,4,2021
1564,MSFT,38875802.86,1,2022
1565,MSFT,77359469.92,2,2022
1566,MSFT,107580990.29,3,2022
1567,MSFT,238434980.3,4,2022
1568,MSFT,52586650.0,1,2023
1569,MSFT,91910127.24,2,2023
1570,MSFT,118049395.16,3,2023
1571,MSFT,46867411.81,4,2023
1572,MSFT,1005660.52,1,2024
1573,MSI,26619422.57,2,2020
1574,MSI,28315833.85,3,2020
1575,MSI,90063732.63,4,2020
1576,MSI,16490048.36,1,2021
1577,MSI,40390078.52,2,2021
1578,MSI,40933941.75,3,2021
1579,MSI,93133977.81,4,2021
1580,MSI,10531277.42,1,2022
1581,MSI,29745160.4,2,2022
1582,MSI,25254784.15,3,2022
1583,MSI,73051213.25,4,2022
1584,MSI,7058184.84,1,2023
1585,MSI,51093273.76,2,2023
1586,MSI,43158302.66,3,2023
1587,MSI,29679374.02,4,2023
1588,MSI,481095.36,1,2024
1589,MSTR,332620.69,3,2020
1590,MSTR,50819.5,4,2020
1591,MSTR,27000.0,3,2021
1592,MSTR,287132.98,4,2021
1593,MSTR,27000.0,2,2022
1594,MSTR,241039.75,4,2022
1595,MSTR,27810.0,4,2023
1596,MTCH,425785.95,3,2020
1597,MTCH,341086.52,2,2021
1598,MTEX,42160.1,3,2020
1599,MTEX,1000.0,4,2020
1600,MTW,534363.69,2,2020
1601,MTW,11101043.46,3,2020
1602,MTW,144067.56,4,2020
1603,MTW,821774.94,1,2021
1604,MTW,3677876.27,2,2021
1605,MTW,15736556.99,3,2021
1606,MTW,895663.72,4,2021
1607,MTW,539737.29,1,2022
1608,MTW,98952.0,2,2022
1609,MTW,510403.0,3,2022
1610,MTW,1124509.98,4,2022
1611,MTW,499430.36,1,2023
1612,MTW,190380.88,2,2023
1613,MTW,321834.0,3,2023
1614,MTW,404772.83,4,2023
1615,MTRN,17570.0,4,2021
1616,MTRN,32860.0,4,2022
1617,MTRN,500000.0,1,2023
1618,MTRN,250000.0,4,2023
1619,MTRX,12246768.0,2,2020
1620,MTRX,15702998.35,3,2020
1621,MTRX,9851099.04,4,2020
1622,MTRX,12697252.04,1,2021
1623,MTRX,18343874.05,2,2021
1624,MTRX,3443951.38,3,2021
1625,MTRX,7472404.34,4,2021
1626,MTRX,13018542.0,1,2022
1627,MTRX,13439164.0,3,2022
