,Representative,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party
520,Jonathan Jackson,2023-08-09,2023-07-18,NEE,Sale,"$15,001-$50,000",Representatives,15001.0, 
521,Jonathan Jackson,2023-08-09,2023-07-18,LIN,Purchase,"$15,001-$50,000",Representatives,15001.0, 
522,Mark Dr Green,2023-08-08,2023-08-04,ET,Sale,"$250,001-$1,000,000",Representatives,250001.0,R
523,Mark Dr Green,2023-08-08,2023-08-04,NGL,Purchase,"$250,001-$1,000,000",Representatives,250001.0,R
524,Michael C. Burgess,2023-08-08,2023-07-21,CI,Sale,"$15,001-$50,000",Representatives,15001.0,R
525,Michael C. Burgess,2023-08-08,2023-07-21,PSX,Sale,"$15,001-$50,000",Representatives,15001.0,R
526,Michael C. Burgess,2023-08-08,2023-07-17,BX,Sale,"$15,001-$50,000",Representatives,15001.0,R
527,Michael C. Burgess,2023-08-08,2023-07-14,BX,Sale,"$15,001-$50,000",Representatives,15001.0,R
528,Robert E. Latta,2023-08-05,2023-07-20,FMBA,Purchase,"$1,001-$15,000",Representatives,1001.0,R
529,Earl Blumenauer,2023-08-04,2023-07-27,ICE,Sale,"$1,001-$15,000",Representatives,1001.0,D
530,Thomas R. Carper,2023-08-02,2023-07-28,PSQ,Purchase,"$1,001 - $15,000",Senate,1001.0,D
531,Thomas R. Carper,2023-08-02,2023-07-13,HDGE,Sale,"$15,001 - $50,000",Senate,15001.0,D
532,Thomas R. Carper,2023-08-02,2023-07-13,HDGE,Sale,"$1,001 - $15,000",Senate,1001.0,D
533,Thomas R. Carper,2023-08-02,2023-07-13,PSQ,Purchase,"$1,001 - $15,000",Senate,1001.0,D
534,Thomas R. Carper,2023-08-02,2023-07-10,VZ,Purchase,"$1,001 - $15,000",Senate,1001.0,D
535,Thomas R. Carper,2023-08-02,2023-07-10,FNF,Purchase,"$1,001 - $15,000",Senate,1001.0,D
536,William R. Keating,2023-07-31,2023-07-20,EA,Sale,"$1,001-$15,000",Representatives,1001.0,D
537,William R. Keating,2023-07-31,2023-07-20,ISRG,Purchase,"$1,001-$15,000",Representatives,1001.0,D
538,Lois Frankel,2023-07-28,2023-07-14,LKQ,Purchase,"$1,001-$15,000",Representatives,1001.0,D
539,Lois Frankel,2023-07-28,2023-07-14,WRB,Purchase,"$1,001-$15,000",Representatives,1001.0,D
540,Lois Frankel,2023-07-28,2023-07-13,DUK,Purchase,"$1,001-$15,000",Representatives,1001.0,D
541,Lois Frankel,2023-07-28,2023-07-13,MAR,Sale,"$1,001-$15,000",Representatives,1001.0,D
542,Pete Sessions,2023-07-27,2023-07-24,BUI,Sale,"$15,001-$50,000",Representatives,15001.0,R
543,Pete Sessions,2023-07-27,2023-07-21,CRM,Sale,"$1,001-$15,000",Representatives,1001.0,R
544,Mark Dr Green,2023-07-24,2023-07-18,ET,Sale,"$100,001-250,000",Representatives,100001.0,R
545,Mark Dr Green,2023-07-18,2023-07-14,ET,Sale,"$100,001-250,000",Representatives,100001.0,R
546,Shelley Moore Capito,2023-07-17,2023-06-22,MSFT,Sale,"$1,001 - $15,000",Senate,1001.0,R
547,Shelley Moore Capito,2023-07-17,2023-06-14,NKE,Purchase,"$1,001 - $15,000",Senate,1001.0,R
548,Shelley Moore Capito,2023-07-17,2023-06-14,CLX,Sale,"$1,001 - $15,000",Senate,1001.0,R
549,Shelley Moore Capito,2023-07-17,2023-06-14,AAPL,Purchase,"$1,001 - $15,000",Senate,1001.0,R
550,Shelley Moore Capito,2023-07-17,2023-06-12,AMGN,Sale,"$1,001 - $15,000",Senate,1001.0,R
551,Shelley Moore Capito,2023-07-17,2023-06-12,MSFT,Sale,"$15,001 - $50,000",Senate,15001.0,R
552,Shelley Moore Capito,2023-07-17,2023-06-12,CB,Sale,"$1,001 - $15,000",Senate,1001.0,R
553,Shelley Moore Capito,2023-07-17,2023-06-07,WMT,Sale,"$1,001 - $15,000",Senate,1001.0,R
554,Pete Sessions,2023-07-15,2023-07-14,ARCC,Purchase,$240.80,Representatives,240.8,R
555,Tommy Tuberville,2023-07-14,2023-06-29,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
556,Tommy Tuberville,2023-07-14,2023-06-20,CLF,Purchase,"$15,001 - $50,000",Senate,15001.0,R
557,Tommy Tuberville,2023-07-14,2023-06-20,MSFT,Sale,"$250,001 - $500,000",Senate,250001.0,R
558,Tommy Tuberville,2023-07-14,2023-06-20,X,Sale,"$50,001 - $100,000",Senate,50001.0,R
559,Tommy Tuberville,2023-07-14,2023-06-14,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
560,Tommy Tuberville,2023-07-14,2023-06-14,X,Sale,"$15,001 - $50,000",Senate,15001.0,R
561,Tommy Tuberville,2023-07-14,2023-06-13,WBA,Purchase,"$15,001 - $50,000",Senate,15001.0,R
562,Tommy Tuberville,2023-07-14,2023-06-13,CCL,Sale,"$1,001 - $15,000",Senate,1001.0,R
563,Tommy Tuberville,2023-07-14,2023-06-13,CCL,Sale,"$1,001 - $15,000",Senate,1001.0,R
564,Tommy Tuberville,2023-07-14,2023-06-13,UAA,Purchase,"$1,001 - $15,000",Senate,1001.0,R
565,Tommy Tuberville,2023-07-14,2023-06-13,TSLA,Sale,"$1,001 - $15,000",Senate,1001.0,R
566,Tommy Tuberville,2023-07-14,2023-06-12,FGBI,Purchase,"$1,001 - $15,000",Senate,1001.0,R
567,Tommy Tuberville,2023-07-14,2023-06-12,CVX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
568,Tommy Tuberville,2023-07-14,2023-06-12,FGBI,Purchase,"$1,001 - $15,000",Senate,1001.0,R
569,Tommy Tuberville,2023-07-14,2023-06-12,PFE,Purchase,"$1,001 - $15,000",Senate,1001.0,R
570,Tommy Tuberville,2023-07-14,2023-06-12,DVA,Sale,"$1,001 - $15,000",Senate,1001.0,R
571,Tommy Tuberville,2023-07-14,2023-06-12,FITB,Purchase,"$1,001 - $15,000",Senate,1001.0,R
572,Tommy Tuberville,2023-07-14,2023-06-12,KEY,Purchase,"$1,001 - $15,000",Senate,1001.0,R
573,Tommy Tuberville,2023-07-14,2023-06-12,CFG,Purchase,"$1,001 - $15,000",Senate,1001.0,R
574,Tommy Tuberville,2023-07-14,2023-06-12,WBA,Purchase,"$1,001 - $15,000",Senate,1001.0,R
575,Tommy Tuberville,2023-07-14,2023-06-09,COF,Sale,"$1,001 - $15,000",Senate,1001.0,R
576,Tommy Tuberville,2023-07-14,2023-06-08,QCOM,Purchase,"$1,001 - $15,000",Senate,1001.0,R
577,Tommy Tuberville,2023-07-14,2023-06-08,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
578,Tommy Tuberville,2023-07-14,2023-06-06,QCOM,Purchase,"$50,001 - $100,000",Senate,50001.0,R
579,Tommy Tuberville,2023-07-14,2023-06-05,CVX,Sale,"$1,001 - $15,000",Senate,1001.0,R
580,Tommy Tuberville,2023-07-14,2023-06-05,QCOM,Sale,"$1,001 - $15,000",Senate,1001.0,R
581,Tommy Tuberville,2023-07-14,2023-06-02,QCOM,Purchase,"$100,001 - $250,000",Senate,100001.0,R
582,Tommy Tuberville,2023-07-14,2023-06-01,QCOM,Purchase,"$100,001 - $250,000",Senate,100001.0,R
583,Tommy Tuberville,2023-07-14,2023-06-01,CLF,Purchase,"$15,001 - $50,000",Senate,15001.0,R
584,Gary Peters,2023-06-30,2023-06-06,IFF,Purchase,"$1,001 - $15,000",Senate,1001.0,D
585,Thomas R. Carper,2023-06-30,2023-06-20,ETN,Sale,"$1,001 - $15,000",Senate,1001.0,D
586,Thomas R. Carper,2023-06-30,2023-06-20,TT,Purchase,"$1,001 - $15,000",Senate,1001.0,D
587,Thomas R. Carper,2023-06-30,2023-05-25,NVDA,Sale,"$1,001 - $15,000",Senate,1001.0,D
588,Thomas R. Carper,2023-06-30,2023-05-22,BAH,Purchase,"$1,001 - $15,000",Senate,1001.0,D
589,Thomas R. Carper,2023-06-30,2023-05-22,DIS,Sale,"$1,001 - $15,000",Senate,1001.0,D
590,Thomas R. Carper,2023-06-30,2023-05-22,NTLA,Purchase,"$1,001 - $15,000",Senate,1001.0,D
591,Thomas R. Carper,2023-06-30,2023-05-22,KEYS,Sale,"$1,001 - $15,000",Senate,1001.0,D
592,Thomas R. Carper,2023-06-30,2023-05-09,PYPL,Sale,"$1,001 - $15,000",Senate,1001.0,D
593,Angus King,2023-06-20,2023-05-19,MMM,Sale,"$1,001 - $15,000",Senate,1001.0,I
594,John Hickenlooper,2023-06-15,2023-06-09,SIRI,Sale,"$15,001 - $50,000",Senate,15001.0,D
595,John Hickenlooper,2023-06-15,2023-05-26,CMG,Sale,"$100,001 - $250,000",Senate,100001.0,D
596,John Hickenlooper,2023-06-15,2023-05-10,VZ,Sale,"$100,001 - $250,000",Senate,100001.0,D
597,John Hickenlooper,2023-06-15,2023-05-10,AMT,Sale,"$100,001 - $250,000",Senate,100001.0,D
598,John Hickenlooper,2023-06-15,2023-05-10,INTC,Sale,"$100,001 - $250,000",Senate,100001.0,D
599,Tommy Tuberville,2023-06-15,2023-05-25,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
600,Tommy Tuberville,2023-06-15,2023-05-25,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
601,Tommy Tuberville,2023-06-15,2023-05-25,CLF,Purchase,"$15,001 - $50,000",Senate,15001.0,R
602,Tommy Tuberville,2023-06-15,2023-05-25,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
603,Tommy Tuberville,2023-06-15,2023-05-24,V,Purchase,"$1,001 - $15,000",Senate,1001.0,R
604,Tommy Tuberville,2023-06-15,2023-05-24,V,Purchase,"$1,001 - $15,000",Senate,1001.0,R
605,Tommy Tuberville,2023-06-15,2023-05-24,CLF,Purchase,"$1,001 - $15,000",Senate,1001.0,R
606,Tommy Tuberville,2023-06-15,2023-05-23,PYPL,Sale,"$15,001 - $50,000",Senate,15001.0,R
607,Tommy Tuberville,2023-06-15,2023-05-23,PYPL,Sale,"$50,001 - $100,000",Senate,50001.0,R
608,Tommy Tuberville,2023-06-15,2023-05-23,PYPL,Sale,"$15,001 - $50,000",Senate,15001.0,R
609,Tommy Tuberville,2023-06-15,2023-05-23,PYPL,Sale,"$100,001 - $250,000",Senate,100001.0,R
610,Tommy Tuberville,2023-06-15,2023-05-23,PYPL,Sale,"$1,001 - $15,000",Senate,1001.0,R
611,Tommy Tuberville,2023-06-15,2023-05-22,OXY,Purchase,"$15,001 - $50,000",Senate,15001.0,R
612,Tommy Tuberville,2023-06-15,2023-05-22,OXY,Sale,"$1,001 - $15,000",Senate,1001.0,R
613,Tommy Tuberville,2023-06-15,2023-05-19,OXY,Sale,"$1,001 - $15,000",Senate,1001.0,R
614,Tommy Tuberville,2023-06-15,2023-05-19,AAPL,Sale,"$1,001 - $15,000",Senate,1001.0,R
615,Tommy Tuberville,2023-06-15,2023-05-19,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
616,Tommy Tuberville,2023-06-15,2023-05-19,OXY,Sale,"$1,001 - $15,000",Senate,1001.0,R
617,Tommy Tuberville,2023-06-15,2023-05-18,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
618,Tommy Tuberville,2023-06-15,2023-05-17,CLX,Sale,"$1,001 - $15,000",Senate,1001.0,R
619,Tommy Tuberville,2023-06-15,2023-05-17,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
620,Tommy Tuberville,2023-06-15,2023-05-17,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
621,Tommy Tuberville,2023-06-15,2023-05-17,F,Sale,"$1,001 - $15,000",Senate,1001.0,R
622,Tommy Tuberville,2023-06-15,2023-05-17,CLX,Sale,"$1,001 - $15,000",Senate,1001.0,R
623,Tommy Tuberville,2023-06-15,2023-05-11,PYPL,Purchase,"$250,001 - $500,000",Senate,250001.0,R
624,Tommy Tuberville,2023-06-15,2023-05-10,PYPL,Purchase,"$250,001 - $500,000",Senate,250001.0,R
625,Tommy Tuberville,2023-06-15,2023-05-08,CFG,Purchase,"$1,001 - $15,000",Senate,1001.0,R
626,Tommy Tuberville,2023-06-15,2023-05-08,CLX,Sale,"$1,001 - $15,000",Senate,1001.0,R
627,Tommy Tuberville,2023-06-15,2023-05-08,KEY,Purchase,"$1,001 - $15,000",Senate,1001.0,R
628,Tommy Tuberville,2023-06-15,2023-05-08,PG,Sale,"$1,001 - $15,000",Senate,1001.0,R
629,Tommy Tuberville,2023-06-15,2023-05-08,WBA,Purchase,"$1,001 - $15,000",Senate,1001.0,R
630,Tommy Tuberville,2023-06-15,2023-05-08,FITB,Purchase,"$1,001 - $15,000",Senate,1001.0,R
631,Tommy Tuberville,2023-06-15,2023-05-08,GOLD,Sale,"$1,001 - $15,000",Senate,1001.0,R
632,Tommy Tuberville,2023-06-15,2023-05-08,RF,Purchase,"$1,001 - $15,000",Senate,1001.0,R
633,Tommy Tuberville,2023-06-15,2023-05-08,X,Sale,"$1,001 - $15,000",Senate,1001.0,R
634,Tommy Tuberville,2023-06-15,2023-05-08,PG,Sale,"$1,001 - $15,000",Senate,1001.0,R
635,Tommy Tuberville,2023-06-15,2023-05-08,CLX,Sale,"$1,001 - $15,000",Senate,1001.0,R
636,Tommy Tuberville,2023-06-15,2023-05-08,NU,Purchase,"$15,001 - $50,000",Senate,15001.0,R
637,Tommy Tuberville,2023-06-15,2023-05-08,FGBI,Purchase,"$1,001 - $15,000",Senate,1001.0,R
638,Tommy Tuberville,2023-06-15,2023-05-08,QCOM,Purchase,"$1,001 - $15,000",Senate,1001.0,R
639,Tommy Tuberville,2023-06-15,2023-05-08,GOLD,Sale,"$1,001 - $15,000",Senate,1001.0,R
640,Tommy Tuberville,2023-06-15,2023-05-08,PG,Sale,"$1,001 - $15,000",Senate,1001.0,R
641,Shelley Moore Capito,2023-06-14,2023-05-10,BMY,Sale,"$1,001 - $15,000",Senate,1001.0,R
642,Shelley Moore Capito,2023-06-14,2023-05-10,XOM,Sale,"$1,001 - $15,000",Senate,1001.0,R
643,Shelley Moore Capito,2023-06-14,2023-05-10,C,Sale,"$1,001 - $15,000",Senate,1001.0,R
644,A. Mitchell Jr. McConnell,2023-06-14,2023-06-05,WFC,Purchase,"$1,001 - $15,000",Senate,1001.0,R
645,Sheldon Whitehouse,2023-05-17,2023-04-18,ESS,Sale,"$1,001 - $15,000",Senate,1001.0,D
646,Sheldon Whitehouse,2023-05-17,2023-04-18,ESS,Sale,"$1,001 - $15,000",Senate,1001.0,D
647,John Hickenlooper,2023-05-15,2023-05-01,CMG,Sale,"$100,001 - $250,000",Senate,100001.0,D
648,John Hickenlooper,2023-05-15,2023-04-28,BABA,Sale,"$1,001 - $15,000",Senate,1001.0,D
649,John Hickenlooper,2023-05-15,2023-04-28,PTON,Sale,"$1,001 - $15,000",Senate,1001.0,D
650,John Hickenlooper,2023-05-15,2023-04-28,CCCS,Sale,"$15,001 - $50,000",Senate,15001.0,D
651,John Hickenlooper,2023-05-15,2023-04-28,CMCSA,Sale,"$15,001 - $50,000",Senate,15001.0,D
652,John Hickenlooper,2023-05-15,2023-04-28,TTD,Sale,"$15,001 - $50,000",Senate,15001.0,D
653,John Hickenlooper,2023-05-15,2023-04-28,DIS,Sale,"$15,001 - $50,000",Senate,15001.0,D
654,John Hickenlooper,2023-05-15,2023-04-28,AMZN,Sale,"$15,001 - $50,000",Senate,15001.0,D
655,John Hickenlooper,2023-05-15,2023-04-28,PINS,Sale,"$1,001 - $15,000",Senate,1001.0,D
656,John Hickenlooper,2023-05-15,2023-04-28,SNAP,Sale,"$1,001 - $15,000",Senate,1001.0,D
657,John Hickenlooper,2023-05-15,2023-04-12,CARG,Sale,"$1,001 - $15,000",Senate,1001.0,D
658,John Hickenlooper,2023-05-15,2023-04-12,BBY,Sale,"$1,001 - $15,000",Senate,1001.0,D
659,Shelley Moore Capito,2023-05-15,2023-04-04,DUK,Sale,"$15,001 - $50,000",Senate,15001.0,R
660,Shelley Moore Capito,2023-05-15,2023-04-04,UPS,Sale,"$1,001 - $15,000",Senate,1001.0,R
661,Shelley Moore Capito,2023-05-15,2023-04-04,MCD,Sale,"$1,001 - $15,000",Senate,1001.0,R
662,Tommy Tuberville,2023-05-11,2023-04-28,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
663,Tommy Tuberville,2023-05-11,2023-04-28,F,Purchase,"$15,001 - $50,000",Senate,15001.0,R
664,Tommy Tuberville,2023-05-11,2023-04-28,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
665,Tommy Tuberville,2023-05-11,2023-04-28,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
666,Tommy Tuberville,2023-05-11,2023-04-28,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
667,Tommy Tuberville,2023-05-11,2023-04-28,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
668,Tommy Tuberville,2023-05-11,2023-04-27,F,Purchase,"$100,001 - $250,000",Senate,100001.0,R
669,Tommy Tuberville,2023-05-11,2023-04-26,F,Purchase,"$15,001 - $50,000",Senate,15001.0,R
670,Tommy Tuberville,2023-05-11,2023-04-26,ATVI,Sale,"$100,001 - $250,000",Senate,100001.0,R
671,Tommy Tuberville,2023-05-11,2023-04-24,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
672,Tommy Tuberville,2023-05-11,2023-04-24,X,Sale,"$50,001 - $100,000",Senate,50001.0,R
673,Tommy Tuberville,2023-05-11,2023-04-24,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
674,Tommy Tuberville,2023-05-11,2023-04-24,CLF,Sale,"$1,001 - $15,000",Senate,1001.0,R
675,Tommy Tuberville,2023-05-11,2023-04-24,X,Sale,"$100,001 - $250,000",Senate,100001.0,R
676,Tommy Tuberville,2023-05-11,2023-04-24,CLF,Purchase,"$15,001 - $50,000",Senate,15001.0,R
677,Tommy Tuberville,2023-05-11,2023-04-18,OXY,Sale,"$1,001 - $15,000",Senate,1001.0,R
678,Tommy Tuberville,2023-05-11,2023-04-14,MRO,Sale,"$1,001 - $15,000",Senate,1001.0,R
679,Tommy Tuberville,2023-05-11,2023-04-14,MMM,Purchase,"$1,001 - $15,000",Senate,1001.0,R
680,Tommy Tuberville,2023-05-11,2023-04-14,KMB,Sale,"$1,001 - $15,000",Senate,1001.0,R
681,Tommy Tuberville,2023-05-11,2023-04-10,HPQ,Sale,"$1,001 - $15,000",Senate,1001.0,R
682,Tommy Tuberville,2023-05-11,2023-04-10,PARA,Sale,"$1,001 - $15,000",Senate,1001.0,R
683,Tommy Tuberville,2023-05-11,2023-04-10,MDLZ,Sale,"$1,001 - $15,000",Senate,1001.0,R
684,Tommy Tuberville,2023-05-11,2023-04-10,KR,Sale,"$1,001 - $15,000",Senate,1001.0,R
685,Tommy Tuberville,2023-05-11,2023-04-04,TSLA,Sale,"$15,001 - $50,000",Senate,15001.0,R
686,Tommy Tuberville,2023-05-11,2023-04-03,VZ,Purchase,"$1,001 - $15,000",Senate,1001.0,R
687,Tommy Tuberville,2023-05-11,2023-04-03,SKY,Purchase,"$1,001 - $15,000",Senate,1001.0,R
688,Tommy Tuberville,2023-05-11,2023-04-03,RRC,Purchase,"$1,001 - $15,000",Senate,1001.0,R
689,Tommy Tuberville,2023-05-11,2023-04-03,GNTX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
690,Tommy Tuberville,2023-05-11,2023-04-03,TXN,Sale,"$15,001 - $50,000",Senate,15001.0,R
691,Tommy Tuberville,2023-05-11,2023-04-03,ALLE,Sale,"$1,001 - $15,000",Senate,1001.0,R
692,Tommy Tuberville,2023-05-11,2023-04-03,PAM,Purchase,"$1,001 - $15,000",Senate,1001.0,R
693,Tommy Tuberville,2023-05-11,2023-04-03,MTD,Sale,"$1,001 - $15,000",Senate,1001.0,R
694,Tommy Tuberville,2023-05-11,2023-04-03,VCTR,Sale,"$1,001 - $15,000",Senate,1001.0,R
695,Tommy Tuberville,2023-05-11,2023-04-03,RH,Sale,"$1,001 - $15,000",Senate,1001.0,R
696,Tommy Tuberville,2023-05-11,2023-04-03,EW,Sale,"$1,001 - $15,000",Senate,1001.0,R
697,Tommy Tuberville,2023-05-11,2023-04-03,NSC,Purchase,"$1,001 - $15,000",Senate,1001.0,R
698,Tommy Tuberville,2023-05-11,2023-04-03,PHM,Sale,"$1,001 - $15,000",Senate,1001.0,R
699,Tommy Tuberville,2023-05-11,2023-04-03,TMO,Sale,"$1,001 - $15,000",Senate,1001.0,R
700,Tommy Tuberville,2023-05-11,2023-04-03,APH,Purchase,"$1,001 - $15,000",Senate,1001.0,R
701,Tommy Tuberville,2023-05-11,2023-04-03,GRMN,Purchase,"$1,001 - $15,000",Senate,1001.0,R
702,Tommy Tuberville,2023-05-11,2023-04-03,MPWR,Sale,"$1,001 - $15,000",Senate,1001.0,R
703,Tommy Tuberville,2023-05-11,2023-04-03,GSK,Purchase,"$1,001 - $15,000",Senate,1001.0,R
704,Tommy Tuberville,2023-05-11,2023-04-03,ABBV,Sale,"$1,001 - $15,000",Senate,1001.0,R
705,Tommy Tuberville,2023-05-11,2023-04-03,CSCO,Sale,"$15,001 - $50,000",Senate,15001.0,R
706,Tommy Tuberville,2023-05-11,2023-04-03,ANET,Sale,"$15,001 - $50,000",Senate,15001.0,R
707,Tommy Tuberville,2023-05-11,2023-04-03,REGN,Purchase,"$1,001 - $15,000",Senate,1001.0,R
708,Tommy Tuberville,2023-05-11,2023-04-03,FLT,Sale,"$1,001 - $15,000",Senate,1001.0,R
709,Tommy Tuberville,2023-05-11,2023-04-03,DIOD,Purchase,"$1,001 - $15,000",Senate,1001.0,R
710,Tommy Tuberville,2023-05-11,2023-04-03,CBSH,Purchase,"$1,001 - $15,000",Senate,1001.0,R
711,Tommy Tuberville,2023-05-11,2023-04-03,CRUS,Purchase,"$1,001 - $15,000",Senate,1001.0,R
712,Tommy Tuberville,2023-05-11,2023-04-03,AVGO,Purchase,"$1,001 - $15,000",Senate,1001.0,R
713,Tommy Tuberville,2023-05-11,2023-04-03,MMC,Sale,"$1,001 - $15,000",Senate,1001.0,R
714,Tommy Tuberville,2023-05-11,2023-04-03,META,Sale,"$1,001 - $15,000",Senate,1001.0,R
715,Tommy Tuberville,2023-05-11,2023-04-03,TSLA,Purchase,"$1,001 - $15,000",Senate,1001.0,R
716,Tommy Tuberville,2023-05-11,2023-04-03,MMM,Purchase,"$1,001 - $15,000",Senate,1001.0,R
717,Tommy Tuberville,2023-05-11,2023-04-03,MSFT,Sale,"$15,001 - $50,000",Senate,15001.0,R
718,Tommy Tuberville,2023-05-11,2023-04-03,IDXX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
719,Tommy Tuberville,2023-05-11,2023-04-03,CROX,Sale,"$1,001 - $15,000",Senate,1001.0,R
720,Tommy Tuberville,2023-05-11,2023-04-03,NVDA,Purchase,"$1,001 - $15,000",Senate,1001.0,R
721,Tommy Tuberville,2023-05-11,2023-04-03,MCO,Sale,"$1,001 - $15,000",Senate,1001.0,R
722,Tommy Tuberville,2023-05-11,2023-04-03,MPWR,Sale,"$1,001 - $15,000",Senate,1001.0,R
723,Tommy Tuberville,2023-05-11,2023-04-03,MKSI,Sale,"$1,001 - $15,000",Senate,1001.0,R
724,Tommy Tuberville,2023-05-11,2023-04-03,NDSN,Purchase,"$1,001 - $15,000",Senate,1001.0,R
725,Tommy Tuberville,2023-05-11,2023-04-03,GFI,Sale,"$1,001 - $15,000",Senate,1001.0,R
726,Tommy Tuberville,2023-05-11,2023-04-03,TREX,Sale,"$1,001 - $15,000",Senate,1001.0,R
727,Tommy Tuberville,2023-05-11,2023-04-03,SSD,Purchase,"$1,001 - $15,000",Senate,1001.0,R
728,Tommy Tuberville,2023-05-11,2023-04-03,QSR,Purchase,"$1,001 - $15,000",Senate,1001.0,R
729,Tommy Tuberville,2023-05-11,2023-04-03,LMST,Sale,"$1,001 - $15,000",Senate,1001.0,R
730,Tommy Tuberville,2023-05-11,2023-04-03,ETSY,Sale,"$1,001 - $15,000",Senate,1001.0,R
731,Tommy Tuberville,2023-05-11,2023-04-03,ADSK,Purchase,"$1,001 - $15,000",Senate,1001.0,R
732,Tommy Tuberville,2023-05-11,2023-04-03,AMT,Sale,"$1,001 - $15,000",Senate,1001.0,R
733,Tommy Tuberville,2023-05-11,2023-04-03,XP,Purchase,"$1,001 - $15,000",Senate,1001.0,R
734,Tommy Tuberville,2023-05-11,2023-04-03,ITW,Sale,"$1,001 - $15,000",Senate,1001.0,R
735,Tommy Tuberville,2023-05-11,2023-04-03,SCI,Sale,"$1,001 - $15,000",Senate,1001.0,R
736,Tommy Tuberville,2023-05-11,2023-04-03,DQ,Sale,"$1,001 - $15,000",Senate,1001.0,R
737,Tammy Duckworth,2023-05-01,2023-04-11,ITW,Sale,"$15,001 - $50,000",Senate,15001.0,D
738,Thomas R. Carper,2023-05-01,2023-04-26,NVS,Purchase,"$1,001 - $15,000",Senate,1001.0,D
739,Thomas R. Carper,2023-05-01,2023-04-26,TMO,Sale,"$1,001 - $15,000",Senate,1001.0,D
740,Thomas R. Carper,2023-05-01,2023-04-20,FIMKX,Sale,"$1,001 - $15,000",Senate,1001.0,D
741,Thomas R. Carper,2023-05-01,2023-04-17,LGI,Sale,"$1,001 - $15,000",Senate,1001.0,D
742,Thomas R. Carper,2023-05-01,2023-04-17,VSH,Sale,"$1,001 - $15,000",Senate,1001.0,D
743,Thomas R. Carper,2023-05-01,2023-04-17,DIOD,Sale,"$1,001 - $15,000",Senate,1001.0,D
744,Thomas R. Carper,2023-05-01,2023-04-17,AVNT,Sale,"$1,001 - $15,000",Senate,1001.0,D
745,Thomas R. Carper,2023-05-01,2023-04-17,RTH,Sale,"$1,001 - $15,000",Senate,1001.0,D
746,Thomas R. Carper,2023-05-01,2023-04-17,SNDR,Sale,"$1,001 - $15,000",Senate,1001.0,D
747,Thomas R. Carper,2023-05-01,2023-04-17,ALGM,Sale,"$1,001 - $15,000",Senate,1001.0,D
748,Thomas R. Carper,2023-05-01,2023-04-17,DGRS,Sale,"$1,001 - $15,000",Senate,1001.0,D
749,Thomas R. Carper,2023-05-01,2023-04-17,JHMM,Sale,"$1,001 - $15,000",Senate,1001.0,D
750,Thomas R. Carper,2023-05-01,2023-04-17,SBIO,Sale,"$1,001 - $15,000",Senate,1001.0,D
751,Thomas R. Carper,2023-05-01,2023-04-17,MRVL,Sale,"$1,001 - $15,000",Senate,1001.0,D
752,Thomas R. Carper,2023-05-01,2023-04-17,FCPIX,Sale,"$1,001 - $15,000",Senate,1001.0,D
753,Thomas R. Carper,2023-05-01,2023-04-17,FDN,Sale,"$1,001 - $15,000",Senate,1001.0,D
754,Thomas R. Carper,2023-05-01,2023-04-17,BRKR,Sale,"$1,001 - $15,000",Senate,1001.0,D
755,Thomas R. Carper,2023-05-01,2023-04-13,CSCO,Sale,"$15,001 - $50,000",Senate,15001.0,D
756,Thomas R. Carper,2023-05-01,2023-04-13,UAA,Sale,"$1,001 - $15,000",Senate,1001.0,D
757,Thomas R. Carper,2023-05-01,2023-04-13,UA,Sale,"$1,001 - $15,000",Senate,1001.0,D
758,Dan Sullivan,2023-04-26,2023-03-17,WFC,Sale,"$1,001 - $15,000",Senate,1001.0,R
759,Tina Smith,2023-04-19,2023-04-05,MDT,Sale,"$100,001 - $250,000",Senate,100001.0,D
760,Tina Smith,2023-04-19,2023-04-05,CSII,Sale,"$50,001 - $100,000",Senate,50001.0,D
761,Tina Smith,2023-04-19,2023-04-05,CSII,Sale,"$50,001 - $100,000",Senate,50001.0,D
762,John Hickenlooper,2023-04-13,2023-03-20,FWONK,Sale,"$50,001 - $100,000",Senate,50001.0,D
