,Ticker,App,Created,Publisher,Rating,Count,Time
186,BLK,BlackRock Events,2018-08-18,"BlackRock Financial Management, Inc.",4.5,8,2023-10-15
187,BLK,BlackRock Institutional,2018-09-28,"BlackRock Financial Management, Inc.",4.28986,69,2023-10-15
188,BLKB,Blackbaud MobilePay Terminal,2021-03-22,"Blackbaud, Inc.",3.0,4,2023-10-15
189,BLKB,Blackbaud Events,2019-06-26,"Blackbaud, Inc.",1.0,2,2023-10-15
190,BLKB,Blackbaud MobilePay Terminal,2021-03-22,"Blackbaud, Inc.",3.0,4,2023-10-15
191,BMI,EyeOnWater,2014-09-14,"Badger Meter, Inc.",4.74172,20513,2023-10-15
192,BMI,California Water Service,2018-08-31,"Badger Meter, Inc.",2.75,4,2023-10-15
193,BMI,Hawaii Water Service,2016-12-15,"Badger Meter, Inc.",0.0,0,2023-10-15
194,BMI,New Mexico Water Service,2017-09-07,"Badger Meter, Inc.",0.0,0,2023-10-15
195,BMO,BMO Spend Dynamics,2018-04-22,Bank of Montreal,1.54167,48,2023-10-15
196,BNFT,Benefitfocus Health Accounts,2017-07-31,Benefitfocus.com,3.58333,48,2023-10-15
197,BNFT,Benefitfocus Billing,2018-11-01,Benefitfocus.com,3.0,2,2023-10-15
198,BNFT,Benefitplace,2013-09-22,Benefitfocus.com,4.60795,19796,2023-10-15
199,A,Vacuum Link,2020-01-31,"Agilent Technologies, Inc",0.0,0,2023-10-15
200,AAL,American Airlines,2010-07-26,"American Airlines, Inc.",4.65815,401607,2023-10-15
201,AAL,American Airlines Credit Union,2015-06-16,American Airlines Federal Credit Union,4.67634,13882,2023-10-15
202,AAP,Advance Auto Parts,2020-03-31,"Advance Auto Parts, Inc.",4.79893,49310,2023-10-15
203,AAP,Advance Professional,2015-03-12,"Advance Auto Parts, Inc.",3.38889,18,2023-10-15
204,AAP,Carquest Professional,2020-01-03,"Advance Auto Parts, Inc.",1.66667,6,2023-10-15
205,AAXN,Axon View,2012-09-11,"Axon Enterprise, Inc.",1.7708300000000001,48,2023-10-15
206,AAXN,Axon Capture,2013-08-14,"Axon Enterprise, Inc.",3.34783,46,2023-10-15
207,AAXN,Axon Device Manager,2018-05-20,"Axon Enterprise, Inc.",4.5,8,2023-10-15
208,AAXN,Axon Respond,2021-11-24,"Axon Enterprise, Inc.",4.2,5,2023-10-15
209,AAXN,Axon Insider,2016-10-11,"Axon Enterprise, Inc.",5.0,3,2023-10-15
210,ABBV,Complete - Medication Tracker,2015-08-27,AbbVie Inc,4.57881,2227,2023-10-15
211,ABBV,AbbVie Supply Chain Mobile App,2017-02-08,AbbVie Inc,0.0,0,2023-10-15
212,ABC,My GNP,2014-05-01,AmerisourceBergen Services Corporation,4.64137,1726,2023-10-15
213,ABC,ABC Order CSP Mobile,2016-11-23,AmerisourceBergen Services Corporation,1.8333300000000001,54,2023-10-15
214,ABC,MWI Mobile,2020-07-13,AmerisourceBergen Services Corporation,4.81818,22,2023-10-15
215,ABC,AB Meeting,2018-12-31,AmerisourceBergen Services Corporation,3.4,5,2023-10-15
216,ABEV,Beer Lovers Ambev,2016-09-20,Ambev SA,0.0,0,2023-10-15
217,ABEV,VPO Fórum,2019-12-13,Ambev SA,0.0,0,2023-10-15
218,ABM,ABM Service Requests,2017-08-14,ABM Industries Inc.,2.22222,9,2023-10-15
219,ABMD,Impella App,2016-09-02,"Abiomed, Inc.",4.11111,9,2023-10-15
220,ABMD,CAMP Edu,2020-11-17,"Abiomed, Inc.",0.0,0,2023-10-15
221,ABT,ALEC Mobile Banking,2016-02-23,Abbott Laboratories Employees Credit Union,4.77864,1938,2023-10-15
222,ACCO,TruSens,2020-10-30,ACCO Brands USA LLC,2.45454,11,2023-10-15
223,ACCO,SmarTech Shredder,2017-07-14,ACCO Brands USA LLC,3.0,2,2023-10-15
224,ACEL,AE Accelerator,2020-01-15,"Accel Entertainment Gaming, LLC",5.0,1,2023-10-15
225,ACNB,ACNB Bank Mobile App,2012-08-08,ACNB Bank,4.39675,431,2023-10-15
226,ACNB,Advantage Rewards - ACNB,2018-09-11,ACNB Bank,0.0,0,2023-10-15
227,ACNB,Advantage Rewards - NWSB,2018-09-11,ACNB Bank,0.0,0,2023-10-15
228,ACU,FAO SafetyHub,2017-07-20,Acme United Corporation,3.7,10,2023-10-15
229,ADBE,Adobe Acrobat Reader: Edit PDF,2011-10-17,Adobe Inc.,4.65587,254750,2023-10-15
230,ADBE,Lightroom Video & Photo Editor,2014-06-22,Adobe Inc.,4.77449,236862,2023-10-15
231,ADBE,Adobe Premiere Rush：Edit Video,2018-10-15,Adobe Inc.,4.64057,114482,2023-10-15
232,ADBE,Adobe Scan: PDF & OCR Scanner,2017-05-31,Adobe Inc.,4.87537,1205797,2023-10-15
233,ADBE,Adobe Fill & Sign－Form Filler,2015-01-14,Adobe Inc.,4.8286999999999995,108352,2023-10-15
234,ADI,ADI OtoSense SMS,2020-06-27,"Analog Devices, Inc.",0.0,0,2023-10-15
235,ADI,ADI Study Watch,2021-09-17,"Analog Devices, Inc.",0.0,0,2023-10-15
236,ADP,Impresora UCM,2019-11-13,AUTOMATIC DATA PROCESSING EUROPA SOCIEDAD LIMITADA,0.0,0,2023-10-15
237,ADP,Impresora Reproexpres,2020-01-16,AUTOMATIC DATA PROCESSING EUROPA SOCIEDAD LIMITADA,0.0,0,2023-10-15
238,ADP,eWinLab,2018-05-27,AUTOMATIC DATA PROCESSING EUROPA SOCIEDAD LIMITADA,5.0,1,2023-10-15
239,DOCU,DS - Legacy,2020-08-31,DocuSign,4.85477,902,2023-10-15
240,ADP,Impresora UPV,2020-12-01,AUTOMATIC DATA PROCESSING EUROPA SOCIEDAD LIMITADA,0.0,0,2023-10-15
241,CHEF,Chefs' Warehouse,2017-12-03,"The Chefs' Warehouse, Inc.",4.11111,18,2023-10-15
242,BNFT,Benefitfocus Events,2020-01-31,Benefitfocus.com,5.0,3,2023-10-15
243,BNFT,Benefitfocus: New Frontiers,2018-10-27,Benefitfocus.com,0.0,0,2023-10-15
